property_id,Property_Title,Address,Market,Flood,Street_Address,City,State,Zip,Property_Type,Highway,Train,Tax_Rate,SQFT_Basement,HTW,Pool,Commercial,Water,Sewage,Year_Built,SQFT_MU,SQFT_Total,Parking,Bed,Bath,BasementYesNo,Layout,Rent_Restricted,Neighborhood_Rating,Latitude,Longitude,Subdivision,School_Average
7387,"9521 Kimberly Orchard Apt. 465, Jenniferton, SC 82360","9521 Kimberly Orchard Apt. 465, Jenniferton, SC 82360",Dalas,Flood Zone,9521 Kimberly Orchard Apt. 465,Jenniferton,SC,82360,Single Family Home,,Far,1.28,1329,Yes,Yes,Yes,Well,Septic,1924,3182,7830,Garage,6,3,Yes,Colonial,,4,41.216841,-117.156078,Port,4.63
7388,"09613 Martin Manors Suite 698, Rossfort, CA 60678","09613 Martin Manors Suite 698, Rossfort, CA 60678", ,Flood Zone,09613 Martin Manors Suite 698,Rossfort,CA,60678,SFR,,Far,2.18,1708,No,Yes,,Well,Septic,2013,1394,9612,Driveway,3,4,No,,,5,37.604792,-73.617902,Court,5.23
7389,"52910 Brittany Summit Suite 286, Jenniferport, VA 08333","52910 Brittany Summit Suite 286, Jenniferport, VA 08333",Florida,,52910 Brittany Summit Suite 286,Jenniferport,VA,08333,Condo,Far,Near,2.16,78,,Yes,No,City,,1979,1961,9653,Driveway,2,4,No,,No,5,33.928675,-114.804355,Meadow,4.61
7390,"06274 Carolyn Rest Apt. 351, North Brianside, SD 44142","06274 Carolyn Rest Apt. 351, North Brianside, SD 44142",Chicago,,06274 Carolyn Rest Apt. 351,North Brianside,SD,44142,SFR,,,2.02,656,No,,Yes,Well,Septic,2003,1792,6358,Driveway,6,4,No,Ranch,,3,39.171819,-80.889907,Drives,8.84
7391,"053 Felicia Springs Suite 899, Port Rebecca, WV 80250","053 Felicia Springs Suite 899, Port Rebecca, WV 80250",Florida,,053 Felicia Springs Suite 899,Port Rebecca,WV,80250,Duplex,Near,Far,2.97,465,Yes,No,,,,1925,1729,7777,Street,2,4,Yes,Ranch,,2,33.73247,-94.352012,Lane,5.42
7392,"46995 Austin Cliff Apt. 346, Port Jamie, PW 21334","46995 Austin Cliff Apt. 346, Port Jamie, PW 21334",Tampa,Minimal Flood,46995 Austin Cliff Apt. 346,Port Jamie,PW,21334,SFR,Near,,3.34,1428,No,No,,,Septic,1945,1473,5791,Driveway,4,4,,,,2,37.359297,-74.931946,Drives,7.07
7393,"788 Monica Points, South Natashaberg, HI 21576","788 Monica Points, South Natashaberg, HI 21576",Dalas,,788 Monica Points,South Natashaberg,HI,21576,Single Family Home,,Near,2.04,1079,Yes,No,No,City,,1977,1099,8121,,2,4,,Ranch,,3,33.008952,-87.176028,Highway,3.35
7394,"15758 Velazquez Walks, Deckertown, NV 52373","15758 Velazquez Walks, Deckertown, NV 52373",Dallas,Minimal Flood,15758 Velazquez Walks,Deckertown,NV,52373,Single Family Home,Far,Near,1.35,1027,,,No,City,Septic,2008,2756,7032,Garage,2,1,No,Colonial,Yes,3,38.222661,-109.787255,Loop,8.7
7395,"31220 William Ridge Apt. 148, Scottchester, OK 12670","31220 William Ridge Apt. 148, Scottchester, OK 12670",Dallas,Minimal Flood,31220 William Ridge Apt. 148,Scottchester,OK,12670,Townhouse,Near,Far,1.38,112,Yes,Yes,,,City,1989,1818,9948,,3,1,,Ranch,No,3,34.039006,-77.765491,Route,4.94
7396,"5694 Cynthia Rue, Jenniferhaven, FL 74963","5694 Cynthia Rue, Jenniferhaven, FL 74963",Tampa,,5694 Cynthia Rue,Jenniferhaven,FL,74963,SFR,,,1.51,1080,Yes,,,,Septic,1958,1905,7741,Street,6,3,Yes,Ranch,Yes,3,36.243299,-97.224439,Bridge,6.28
7397,"4217 Pittman Neck, Thompsonmouth, WY 35533","4217 Pittman Neck, Thompsonmouth, WY 35533",Florida,Minimal Flood,4217 Pittman Neck,Thompsonmouth,WY,35533,Townhouse,Near,Far,1.4,70,No,No,,,City,1996,519,4322,Street,1,3,Yes,Ranch,Yes,4,40.143465,-109.657385,Mills,9.87
7398,"007 Yang Ramp Suite 848, Lake Seanfort, SD 42178","007 Yang Ramp Suite 848, Lake Seanfort, SD 42178",Chicgo,Flood Zone,007 Yang Ramp Suite 848,Lake Seanfort,SD,42178,SFR,Near,Near,2.87,494,Yes,,,City,,1978,2879,4581,,4,1,Yes,Ranch,,2,38.354456,-77.135019,Walk,7.68
7399,"2548 Jones Roads Apt. 256, South Richardport, MI 61725","2548 Jones Roads Apt. 256, South Richardport, MI 61725", ,Minimal Flood,2548 Jones Roads Apt. 256,South Richardport,MI,61725,Single Family Home,Far,,1.9,1587,No,,No,,Septic,2010,3388,4120,Street,3,2,Yes,Colonial,,1,35.180457,-116.291696,Drive,8.45
7400,"05941 Ruiz Valley Suite 934, South Veronicafort, DC 94914","05941 Ruiz Valley Suite 934, South Veronicafort, DC 94914",Florida,,05941 Ruiz Valley Suite 934,South Veronicafort,DC,94914,Townhouse,,Near,2.02,368,Yes,Yes,No,City,,1974,2044,6556,,5,3,Yes,Ranch,Yes,3,38.339354,-102.998535,Grove,9.95
7401,"406 Stevens Roads Suite 127, Lake Kyleville, DE 84801","406 Stevens Roads Suite 127, Lake Kyleville, DE 84801",Chicago,Minimal Flood,406 Stevens Roads Suite 127,Lake Kyleville,DE,84801,SFR,Near,,2.17,1323,,Yes,No,,Septic,2017,1472,4667,Driveway,6,2,Yes,Split,,4,36.448523,-75.154683,Heights,7.78
7402,"924 Walker Lane, Emilyland, MT 36026","924 Walker Lane, Emilyland, MT 36026",Atlanta,,924 Walker Lane,Emilyland,MT,36026,Condo,Far,Far,2.24,1748,,Yes,No,Well,City,1948,1830,6518,Driveway,5,4,,Ranch,No,4,34.982703,-98.385488,Flats,4.43
7403,"89331 Miranda Squares, Rodgersville, ME 37943","89331 Miranda Squares, Rodgersville, ME 37943",Tampa,Minimal Flood,89331 Miranda Squares,Rodgersville,ME,37943,Townhouse,,Far,1.21,1223,Yes,Yes,No,,Septic,1929,1372,5049,,4,4,No,Colonial,Yes,4,39.107559,-76.897466,Prairie,5.16
7404,"010 Hernandez Groves Suite 198, East Colinshire, MI 44819","010 Hernandez Groves Suite 198, East Colinshire, MI 44819",Tampa,,010 Hernandez Groves Suite 198,East Colinshire,MI,44819,Single Family Home,Near,Near,2.84,453,,No,Yes,City,City,2007,1701,5816,Garage,1,3,No,Split,Yes,3,34.113965,-97.778889,Bypass,9.11
7405,"215 Ryan Shore Suite 993, Yvetteton, TN 36408","215 Ryan Shore Suite 993, Yvetteton, TN 36408",Atlanta,Minimal Flood,215 Ryan Shore Suite 993,Yvetteton,TN,36408,Duplex,Far,Near,1.46,726,,Yes,Yes,,Septic,1950,1218,3993,Street,4,4,No,Colonial,Yes,4,38.308922,-115.493036,Ridge,7.48
7406,"348 Tamara Prairie, Port Natashachester, WI 41318","348 Tamara Prairie, Port Natashachester, WI 41318",Tampa,,348 Tamara Prairie,Port Natashachester,WI,41318,Condo,Near,Near,2.64,400,Yes,Yes,No,Well,,1923,2568,7484,Street,2,4,Yes,Split,No,5,36.069977,-112.506544,Ridge,4.2
7407,"8423 Daniel Spurs, East Jodi, MH 16889","8423 Daniel Spurs, East Jodi, MH 16889",Chicgo,,8423 Daniel Spurs,East Jodi,MH,16889,Single Family Home,Far,Near,2.39,1413,,,Yes,Well,,1961,625,6993,Driveway,1,2,Yes,Split,,3,33.527213,-109.18542,Streets,7.05
7408,"12289 Amber Mills Suite 749, Brianmouth, GA 45343","12289 Amber Mills Suite 749, Brianmouth, GA 45343",Dallas,Flood Zone,12289 Amber Mills Suite 749,Brianmouth,GA,45343,SFR,Far,,3.44,638,,,,Well,,1980,2432,6347,Driveway,2,3,No,,Yes,3,36.421327,-81.407156,Port,4.86
7409,"130 Lewis Cliffs Suite 296, Port Codyshire, NC 49064","130 Lewis Cliffs Suite 296, Port Codyshire, NC 49064",Chicgo,,130 Lewis Cliffs Suite 296,Port Codyshire,NC,49064,Townhouse,Near,Near,3.39,429,No,Yes,No,City,,1971,1126,6168,,4,2,No,Split,Yes,1,37.962902,-99.813156,Key,4.01
7410,"28479 Joseph Pine, Wilcoxborough, FM 24975","28479 Joseph Pine, Wilcoxborough, FM 24975",Dallas,,28479 Joseph Pine,Wilcoxborough,FM,24975,Townhouse,,Near,3.0,1747,No,,Yes,City,City,1952,1026,5635,Street,1,4,,Ranch,No,3,40.471607,-85.14312,Lights,4.31
7411,"4918 Peter Motorway, Lake Aaronchester, DE 64176","4918 Peter Motorway, Lake Aaronchester, DE 64176", ,Flood Zone,4918 Peter Motorway,Lake Aaronchester,DE,64176,Condo,Near,Near,2.8,559,,,No,Well,City,1971,2124,7935,Street,1,4,,Colonial,Yes,4,41.317114,-114.375758,Fords,7.04
7412,"7428 Rebecca Route, Annettefort, PA 20493","7428 Rebecca Route, Annettefort, PA 20493",Atlanta,,7428 Rebecca Route,Annettefort,PA,20493,Condo,Far,Near,2.51,1150,,,Yes,City,City,1943,2797,7722,Driveway,5,3,Yes,Split,No,3,33.524871,-113.230109,Extensions,6.16
7413,"04598 Neal Ways Suite 227, Kimland, MS 38433","04598 Neal Ways Suite 227, Kimland, MS 38433",Dallas,Flood Zone,04598 Neal Ways Suite 227,Kimland,MS,38433,Duplex,Far,,1.29,828,,No,,Well,City,1989,1416,7347,Street,5,3,No,Split,Yes,4,41.010348,-74.722961,Crossroad,9.72
7414,"89437 Daniel Hills Suite 338, West John, ND 44623","89437 Daniel Hills Suite 338, West John, ND 44623",Chicgo,Flood Zone,89437 Daniel Hills Suite 338,West John,ND,44623,Duplex,,Near,1.08,71,,Yes,Yes,,Septic,1996,2190,6211,,2,2,Yes,,,5,41.905941,-93.756979,Ranch,3.55
7415,"571 Thomas Villages, Port Danielleport, ND 66141","571 Thomas Villages, Port Danielleport, ND 66141",Tampa,,571 Thomas Villages,Port Danielleport,ND,66141,Duplex,Far,Near,3.21,1041,No,Yes,No,Well,Septic,1935,2514,7522,,3,2,No,,,2,41.364633,-84.756002,Terrace,9.22
7416,"514 Adam Valleys, North Tiffanychester, VA 34169","514 Adam Valleys, North Tiffanychester, VA 34169", ,,514 Adam Valleys,North Tiffanychester,VA,34169,Duplex,,,1.19,111,Yes,Yes,No,City,Septic,1980,598,4683,Driveway,3,4,No,,,2,36.053151,-106.372789,Estate,9.31
7417,"8841 Regina Plain Apt. 158, Jennifermouth, OK 16844","8841 Regina Plain Apt. 158, Jennifermouth, OK 16844",Dalas,,8841 Regina Plain Apt. 158,Jennifermouth,OK,16844,Duplex,,,2.54,1018,No,No,,Well,Septic,1962,2834,8550,,3,3,No,Colonial,No,4,39.924235,-91.095633,Meadow,5.39
7418,"31112 Sherri Terrace, Christopherhaven, CT 84961","31112 Sherri Terrace, Christopherhaven, CT 84961",Atlanta,Minimal Flood,31112 Sherri Terrace,Christopherhaven,CT,84961,Condo,Near,,3.29,966,No,,,City,City,1976,3205,8896,Driveway,5,2,,,Yes,5,40.851368,-74.268143,Canyon,5.46
7419,"7764 Terri Causeway Suite 340, North Brianberg, NH 93742","7764 Terri Causeway Suite 340, North Brianberg, NH 93742",Florida,Minimal Flood,7764 Terri Causeway Suite 340,North Brianberg,NH,93742,Single Family Home,Near,Far,3.35,666,Yes,Yes,No,,Septic,1922,1000,8458,Street,6,3,No,Split,Yes,2,38.386591,-93.24243,Vista,8.54
7420,"458 Walters Vista Suite 842, North Nicoletown, VA 05179","458 Walters Vista Suite 842, North Nicoletown, VA 05179",Dallas,,458 Walters Vista Suite 842,North Nicoletown,VA,05179,Townhouse,Far,Near,3.21,567,No,Yes,No,,Septic,2021,2426,7398,,6,1,Yes,Colonial,No,2,33.673818,-109.666442,Stream,5.14
7421,"71314 Holly Mews, West Rosemouth, NJ 64702","71314 Holly Mews, West Rosemouth, NJ 64702",Chicago,,71314 Holly Mews,West Rosemouth,NJ,64702,Single Family Home,,,1.32,1744,Yes,No,Yes,City,City,2018,2525,7362,,4,2,No,,Yes,4,36.077761,-97.866931,Alley,7.35
7422,"650 Erin Lodge Suite 948, East Charles, MH 45959","650 Erin Lodge Suite 948, East Charles, MH 45959",Atlanta,,650 Erin Lodge Suite 948,East Charles,MH,45959,Duplex,,Near,1.44,388,No,,,City,Septic,1992,601,5316,Driveway,5,4,,Colonial,,5,34.991749,-84.528964,Spurs,6.9
7423,"4544 Mary Ports Apt. 913, Port Biancaborough, GU 39964","4544 Mary Ports Apt. 913, Port Biancaborough, GU 39964",Florida,Flood Zone,4544 Mary Ports Apt. 913,Port Biancaborough,GU,39964,Duplex,,,2.12,1367,,Yes,No,City,Septic,1994,2966,3987,Driveway,6,4,No,Ranch,,5,37.731753,-105.827364,Ville,7.26
7424,"8883 Cheryl Junctions Apt. 598, Lake Steven, CA 30130","8883 Cheryl Junctions Apt. 598, Lake Steven, CA 30130",Tampa,,8883 Cheryl Junctions Apt. 598,Lake Steven,CA,30130,Townhouse,,Near,3.05,1895,,Yes,No,Well,City,1920,3313,8042,Driveway,1,2,,,,3,39.676612,-107.958472,Street,3.71
7425,"48443 Michael Lock Suite 870, Michaelbury, WI 22920","48443 Michael Lock Suite 870, Michaelbury, WI 22920",Florida,Flood Zone,48443 Michael Lock Suite 870,Michaelbury,WI,22920,Condo,Far,Near,1.8,1921,,Yes,Yes,,Septic,1980,869,5528,Street,5,1,No,Ranch,Yes,4,41.18391,-101.52241,Square,4.37
7426,"9445 Castillo Parkway Apt. 617, Tarabury, PA 44537","9445 Castillo Parkway Apt. 617, Tarabury, PA 44537",Florida,Minimal Flood,9445 Castillo Parkway Apt. 617,Tarabury,PA,44537,Condo,,Far,2.69,1725,Yes,,,Well,City,1994,2962,7483,Driveway,6,1,,Colonial,No,1,38.218611,-84.517841,Ways,7.32
7427,"6376 Holden Bridge, Lake Sarah, MO 48772","6376 Holden Bridge, Lake Sarah, MO 48772", ,Flood Zone,6376 Holden Bridge,Lake Sarah,MO,48772,Single Family Home,Near,Near,2.82,1136,No,No,No,City,Septic,1935,1256,7968,Garage,4,1,No,Ranch,No,3,35.720228,-94.753638,Landing,4.07
7428,"45989 Jackson Gateway Suite 941, Hickmantown, NE 69310","45989 Jackson Gateway Suite 941, Hickmantown, NE 69310",Chicago,,45989 Jackson Gateway Suite 941,Hickmantown,NE,69310,Condo,Near,,2.17,1993,,Yes,No,City,Septic,1940,630,6987,Street,3,2,,Colonial,,3,33.371657,-83.935576,Prairie,6.08
7429,"1771 Donna Circle Suite 771, Dennisbury, PR 62374","1771 Donna Circle Suite 771, Dennisbury, PR 62374",Atlanta,Minimal Flood,1771 Donna Circle Suite 771,Dennisbury,PR,62374,Duplex,Near,,1.38,212,,,,Well,,1970,711,9057,Garage,3,2,No,Split,Yes,5,36.643364,-113.46481,Underpass,9.67
7430,"95815 Ellis Mountains, North Kim, MP 65939","95815 Ellis Mountains, North Kim, MP 65939", ,,95815 Ellis Mountains,North Kim,MP,65939,Condo,Far,,3.26,1640,No,Yes,,City,,1929,2028,6448,Driveway,4,4,No,Split,No,4,33.676276,-109.51429,Forest,6.61
7431,"3615 Gilbert Pine Apt. 601, West Elizabeth, MO 89915","3615 Gilbert Pine Apt. 601, West Elizabeth, MO 89915",Chicgo,Flood Zone,3615 Gilbert Pine Apt. 601,West Elizabeth,MO,89915,SFR,,Near,3.47,299,No,No,,,,2006,1394,8414,Driveway,2,2,Yes,Ranch,,1,40.753119,-87.020847,Plains,5.8
7432,"23287 Vega Lake Apt. 267, South Erintown, DC 07751","23287 Vega Lake Apt. 267, South Erintown, DC 07751",Atlanta,Flood Zone,23287 Vega Lake Apt. 267,South Erintown,DC,07751,Single Family Home,,Near,2.12,1729,No,,No,,,1926,2588,5421,Garage,4,4,Yes,Colonial,No,1,41.927008,-108.563204,Flats,7.41
7433,"689 Phillips Gardens Apt. 710, Nelsonland, FM 36744","689 Phillips Gardens Apt. 710, Nelsonland, FM 36744",Tampa,Flood Zone,689 Phillips Gardens Apt. 710,Nelsonland,FM,36744,Single Family Home,Near,Far,2.71,630,,Yes,No,City,,1945,3290,9724,Street,6,3,Yes,Split,No,2,41.292184,-91.991474,Harbors,8.8
7434,"883 Ryan Roads Apt. 076, Greenland, NE 92122","883 Ryan Roads Apt. 076, Greenland, NE 92122",Dalas,,883 Ryan Roads Apt. 076,Greenland,NE,92122,Condo,Far,,2.24,1956,,Yes,No,Well,,1934,1625,6340,Garage,5,2,No,Split,No,5,37.199028,-99.91594,Oval,6.23
7435,"1054 Bailey Forge, Port Joshua, NV 31854","1054 Bailey Forge, Port Joshua, NV 31854", ,Flood Zone,1054 Bailey Forge,Port Joshua,NV,31854,Condo,,,2.45,1875,Yes,No,,City,,1920,1802,8014,Driveway,5,3,No,Split,No,5,35.271485,-111.072238,Ville,3.78
7436,"93495 Jacob Village, Brianshire, AL 37861","93495 Jacob Village, Brianshire, AL 37861",Chicgo,Flood Zone,93495 Jacob Village,Brianshire,AL,37861,Townhouse,Near,Far,1.23,1278,No,No,,,City,1982,638,7915,Driveway,3,1,,Split,Yes,5,40.907484,-76.6903,Harbors,6.64
7437,"61133 Oconnor Turnpike Suite 571, South Tanyaport, ID 03185","61133 Oconnor Turnpike Suite 571, South Tanyaport, ID 03185",Chicgo,Minimal Flood,61133 Oconnor Turnpike Suite 571,South Tanyaport,ID,03185,Duplex,,Near,1.55,81,,,,,City,1921,3349,4725,,5,1,No,,Yes,4,39.286937,-103.264493,Shoals,8.35
7438,"30927 Megan Drive Suite 317, Lake Amber, NC 30304","30927 Megan Drive Suite 317, Lake Amber, NC 30304",Florida,Minimal Flood,30927 Megan Drive Suite 317,Lake Amber,NC,30304,Condo,Far,,2.57,705,No,Yes,No,,,2023,1808,7008,Street,4,4,Yes,Split,Yes,4,33.461207,-103.731127,Canyon,6.4
7439,"0449 Ruiz Bypass, Lake Jameston, IL 74344","0449 Ruiz Bypass, Lake Jameston, IL 74344",Chicago,Minimal Flood,0449 Ruiz Bypass,Lake Jameston,IL,74344,Condo,,Near,2.22,1473,No,Yes,Yes,City,,1958,616,4636,Driveway,2,4,Yes,,,3,38.353444,-73.056335,Road,9.87
7440,"27735 Horton Ports, North Davidhaven, OR 14832","27735 Horton Ports, North Davidhaven, OR 14832",Dallas,Flood Zone,27735 Horton Ports,North Davidhaven,OR,14832,Condo,,Far,3.28,1543,Yes,Yes,No,Well,Septic,1930,2225,6484,Street,4,1,,Split,Yes,4,35.414148,-99.107709,Plains,9.14
7441,"730 Gillespie Mountains, Floydchester, GA 58887","730 Gillespie Mountains, Floydchester, GA 58887",Dallas,Minimal Flood,730 Gillespie Mountains,Floydchester,GA,58887,SFR,,Near,1.84,1321,,No,,City,Septic,2020,1589,4214,Street,5,4,No,Ranch,No,3,34.886064,-106.485159,Passage,7.8
7442,"1971 Scott Pine Apt. 404, Cookhaven, ME 07246","1971 Scott Pine Apt. 404, Cookhaven, ME 07246",Florida,,1971 Scott Pine Apt. 404,Cookhaven,ME,07246,Single Family Home,,Near,3.46,261,No,No,No,Well,Septic,1924,2964,4984,Garage,4,4,Yes,Split,Yes,2,41.177571,-86.940109,Plains,8.71
7443,"02325 Steven Crossroad, New Tracy, SC 03600","02325 Steven Crossroad, New Tracy, SC 03600",Chicago,Minimal Flood,02325 Steven Crossroad,New Tracy,SC,03600,SFR,Near,,3.02,1714,No,,,City,City,2001,2783,8985,Driveway,4,3,Yes,Ranch,No,4,37.189055,-90.985554,Spring,6.19
7444,"0581 Kimberly Spurs Suite 398, Hendersonfort, WV 10631","0581 Kimberly Spurs Suite 398, Hendersonfort, WV 10631",Chicago,Minimal Flood,0581 Kimberly Spurs Suite 398,Hendersonfort,WV,10631,Townhouse,,Far,2.39,937,,Yes,Yes,City,Septic,2004,1212,7137,Street,5,1,No,Split,No,2,38.824176,-96.812778,Forge,4.51
7445,"588 Smith Crescent, West Bryce, MD 01956","588 Smith Crescent, West Bryce, MD 01956",Chicago,,588 Smith Crescent,West Bryce,MD,01956,Townhouse,,Near,1.26,936,,No,,,Septic,1991,844,4611,Driveway,1,3,Yes,Ranch,Yes,5,41.225258,-77.431989,Manors,9.8
7446,"885 Cynthia Cape Apt. 928, Timothyside, MT 11919","885 Cynthia Cape Apt. 928, Timothyside, MT 11919",Atlanta,Minimal Flood,885 Cynthia Cape Apt. 928,Timothyside,MT,11919,Condo,Near,,3.26,1421,,Yes,Yes,City,,2001,2417,4989,Garage,1,2,,Colonial,,4,36.728192,-84.670364,Shores,4.44
7447,"5768 John Locks, South Ashley, WV 91453","5768 John Locks, South Ashley, WV 91453",Atlanta,Minimal Flood,5768 John Locks,South Ashley,WV,91453,Duplex,Far,,1.31,6,,No,No,City,,1940,658,7239,Driveway,2,3,,Ranch,No,2,35.610181,-81.533898,Shores,3.13
7448,"39474 Tracy Islands Suite 893, North Melissa, NH 52999","39474 Tracy Islands Suite 893, North Melissa, NH 52999",Florida,,39474 Tracy Islands Suite 893,North Melissa,NH,52999,Duplex,,Near,1.66,256,,Yes,,Well,City,2007,2205,3572,Driveway,1,2,,Ranch,Yes,5,39.515913,-104.892655,Locks,4.23
7449,"7986 Camacho Expressway Suite 411, Crossland, NJ 75763","7986 Camacho Expressway Suite 411, Crossland, NJ 75763",Dallas,Minimal Flood,7986 Camacho Expressway Suite 411,Crossland,NJ,75763,Condo,Near,,1.82,1344,,No,No,Well,,1933,2536,9462,Street,4,2,,Colonial,Yes,1,35.278884,-79.332251,Rapids,3.54
7450,"139 Brown Street, New Amy, MT 53459","139 Brown Street, New Amy, MT 53459", ,,139 Brown Street,New Amy,MT,53459,Duplex,,,2.56,1105,,Yes,,Well,Septic,2017,3273,6966,Street,4,2,No,Ranch,No,2,35.571324,-97.873631,Falls,7.54
7451,"3114 Catherine Ports Apt. 185, West Ryan, MD 64515","3114 Catherine Ports Apt. 185, West Ryan, MD 64515",Atlanta,Minimal Flood,3114 Catherine Ports Apt. 185,West Ryan,MD,64515,SFR,,Far,1.02,643,,No,,Well,City,2001,964,5383,Street,3,1,,Colonial,,5,37.661784,-81.909181,Canyon,8.09
7452,"6053 Rodney Canyon Apt. 949, New Jeanne, UT 56980","6053 Rodney Canyon Apt. 949, New Jeanne, UT 56980",Chicago,Minimal Flood,6053 Rodney Canyon Apt. 949,New Jeanne,UT,56980,SFR,Far,,1.32,1865,,,Yes,Well,,2015,1297,4784,Garage,1,1,,Colonial,,1,35.15079,-82.699524,Plains,7.77
7453,"1154 Thomas Rest, Jamesshire, VA 86851","1154 Thomas Rest, Jamesshire, VA 86851",Atlanta,Minimal Flood,1154 Thomas Rest,Jamesshire,VA,86851,Single Family Home,Far,,1.71,410,Yes,Yes,No,Well,,1972,1766,5878,,1,3,,Split,,2,34.324726,-115.042252,Lights,4.25
7454,"542 Elizabeth Walk, South Leah, NH 25170","542 Elizabeth Walk, South Leah, NH 25170",Atlanta,Minimal Flood,542 Elizabeth Walk,South Leah,NH,25170,Duplex,,Near,2.91,60,No,No,No,City,,1977,2770,3681,Street,3,1,No,Colonial,Yes,1,38.021094,-97.607058,Meadows,7.96
7455,"2113 Connor Roads, Newtonbury, OR 22504","2113 Connor Roads, Newtonbury, OR 22504",Chicgo,Minimal Flood,2113 Connor Roads,Newtonbury,OR,22504,Duplex,,Near,1.11,59,,No,No,Well,City,1966,583,5740,,1,3,No,Ranch,No,1,39.601044,-110.794357,Mountain,8.4
7456,"93581 Owens Plaza Apt. 139, North Laurafurt, IA 15637","93581 Owens Plaza Apt. 139, North Laurafurt, IA 15637",Tampa,,93581 Owens Plaza Apt. 139,North Laurafurt,IA,15637,Duplex,Near,,2.19,433,,No,,Well,,1971,1822,5099,Garage,2,2,,Split,Yes,3,33.456115,-109.965484,Hollow,5.24
7457,"295 Martinez Ramp Apt. 214, Port Thomas, NH 14839","295 Martinez Ramp Apt. 214, Port Thomas, NH 14839", ,Flood Zone,295 Martinez Ramp Apt. 214,Port Thomas,NH,14839,Duplex,,Near,3.3,695,Yes,No,No,Well,City,1920,1162,9695,Garage,1,4,No,,No,4,34.994118,-108.63877,Fords,3.66
7458,"700 Robert Track Apt. 448, Leeberg, PW 93341","700 Robert Track Apt. 448, Leeberg, PW 93341",Chicgo,,700 Robert Track Apt. 448,Leeberg,PW,93341,Single Family Home,,,1.3,365,Yes,No,,,City,1978,840,5310,Driveway,1,4,Yes,Colonial,,1,34.583661,-109.220393,Skyway,8.34
7459,"496 Diana Mountain, Annemouth, FL 34606","496 Diana Mountain, Annemouth, FL 34606",Dalas,Flood Zone,496 Diana Mountain,Annemouth,FL,34606,Condo,Far,Far,3.45,826,No,,Yes,City,City,1989,2130,4485,Street,6,2,Yes,Ranch,Yes,4,33.273631,-101.709569,Isle,7.17
7460,"1276 Frank Corner, West Lauraland, GU 81419","1276 Frank Corner, West Lauraland, GU 81419",Tampa,Minimal Flood,1276 Frank Corner,West Lauraland,GU,81419,SFR,,Near,1.02,1777,,Yes,No,City,,1963,1360,8450,Garage,2,3,No,Split,No,2,35.917705,-80.920839,Fall,7.89
7461,"19260 Paul Well, West Nicolemouth, NH 71795","19260 Paul Well, West Nicolemouth, NH 71795",Atlanta,Flood Zone,19260 Paul Well,West Nicolemouth,NH,71795,Townhouse,Far,,2.5,1582,,No,Yes,,Septic,1958,1706,9407,Garage,3,4,No,Ranch,Yes,4,38.99383,-92.580635,Springs,8.69
7462,"2416 Newman Squares Suite 901, Jenniferville, SD 58846","2416 Newman Squares Suite 901, Jenniferville, SD 58846",Dalas,Minimal Flood,2416 Newman Squares Suite 901,Jenniferville,SD,58846,Single Family Home,Near,Near,1.25,592,No,No,,,,1922,2864,6012,,1,3,No,Colonial,No,4,39.586359,-102.353677,Club,5.61
7463,"67860 Simmons Trail Apt. 615, Dianeview, CT 07593","67860 Simmons Trail Apt. 615, Dianeview, CT 07593",Dalas,,67860 Simmons Trail Apt. 615,Dianeview,CT,07593,Townhouse,Near,Near,1.57,1743,Yes,,No,,City,1958,2407,6350,Garage,1,2,,Colonial,,2,40.3875,-107.022252,Mountain,3.2
7464,"255 Fitzpatrick Fords Suite 751, Craighaven, OK 78378","255 Fitzpatrick Fords Suite 751, Craighaven, OK 78378", ,Flood Zone,255 Fitzpatrick Fords Suite 751,Craighaven,OK,78378,Duplex,,Near,1.28,52,,No,Yes,,,2009,575,9045,,2,3,Yes,Colonial,,3,40.901382,-113.468753,Track,5.35
7465,"613 Gamble Pines, Barryburgh, IL 28512","613 Gamble Pines, Barryburgh, IL 28512",Chicago,Minimal Flood,613 Gamble Pines,Barryburgh,IL,28512,SFR,,,1.21,356,,,Yes,Well,,1977,2730,6654,Garage,1,3,No,Ranch,No,3,38.772741,-109.718314,Forest,8.04
7466,"149 Rachel Route, Lake Richard, WV 42826","149 Rachel Route, Lake Richard, WV 42826", ,Minimal Flood,149 Rachel Route,Lake Richard,WV,42826,SFR,Far,Near,1.09,858,Yes,,No,City,Septic,2006,1239,7072,Street,5,3,,,No,2,37.41281,-92.66751,Canyon,8.16
7467,"27983 Flores Camp Suite 487, West Brittany, VA 63783","27983 Flores Camp Suite 487, West Brittany, VA 63783",Chicago,Flood Zone,27983 Flores Camp Suite 487,West Brittany,VA,63783,Single Family Home,Far,Near,2.39,253,Yes,Yes,No,Well,,1976,2871,9663,,3,4,,,,2,36.617222,-103.656082,Motorway,4.43
7468,"54833 Trevino Throughway, Michaelshire, MA 24038","54833 Trevino Throughway, Michaelshire, MA 24038",Dallas,Flood Zone,54833 Trevino Throughway,Michaelshire,MA,24038,Duplex,,,3.11,1696,,,No,City,Septic,1981,1991,5838,,3,4,,,No,1,40.155575,-77.534829,Island,5.51
