property_id,Reviewed_Status,Most_Recent_Status,Source,Occupancy,Net_Yield,IRR,Selling_Reason,Seller_Retained_Broker,Final_Reviewer,leads_id
8734, Closed,Close,Auction.com,,7.52,5.12,Job Transfer,Yes,Emily Patel,8734
8735,Closed,Always Kick,M L S,,18.16,29.23,Investor Sale,,Jessica Lin,8735
8736,Offered,Pend,M.L.S.,No,17.71,28.52,Downsizing,Yes,Jason Miller,8736
8737,Cancelled,Always Kick,Internal,,4.86,7.97,Job Transfer,No,Sophia Williams,8737
8738,New,Closed,Opendoor,No,18.14,16.62,Downsizing,Yes,David Thompson,8738
8739,Closed,Always Kick,Auction.com,No,18.64,6.33,Job Transfer,Yes,Luis Garcia,8739
8740,Cancelled,Always Kick,M L S,No,7.1,19.82,Downsizing,No,Emily Patel,8740
8741,New, Close ,Broker,No,12.82,27.71,Job Transfer,,David Thompson,8741
8742,Reviewed,Pending,M L S,No,12.27,27.97,Investor Sale,No,Samantha Pierce,8742
8743,Reviewed,Null,M.L.S.,Yes,14.33,14.78,Investor Sale,No,Sophia Williams,8743
8744, ,Null,M L S,Yes,16.61,7.71,,No,Jason Miller,8744
8745,Closed,Pending,Bulk,,16.51,11.22,Job Transfer,Yes,Priya Sharma,8745
8746,Neww,Always Kick,Opendoor,,15.44,26.6,Investor Sale,No,Priya Sharma,8746
8747,Reviewed,Closed,Broker,,18.41,5.93,Investor Sale,,Priya Sharma,8747
8748,New,Close,Bulk,Yes,4.19,29.54,Investor Sale,Yes,Emily Patel,8748
8749,Reviewed,Close,Broker,No,13.37,29.0,Downsizing,No,Amit Kumar,8749
8750, ,Cancel,Opendoor,,6.83,21.5,Downsizing,,Samantha Pierce,8750
8751,Null,Always Kick,Bulk,Yes,6.38,27.86,Downsizing,Yes,Sophia Williams,8751
8752,Closed,Available, MLS,,2.85,8.78,Downsizing,,Jason Miller,8752
8753,Null,Always Kick,Bulk,,2.57,24.22,Job Transfer,No,Amit Kumar,8753
8754,New, ,Broker,No,17.95,6.34,Job Transfer,,Amit Kumar,8754
8755,Accepted Offer, ,Bulk,Yes,14.6,10.89,,Yes,David Thompson,8755
8756,Neww,Available, MLS,No,15.32,20.21,Investor Sale,Yes,Priya Sharma,8756
8757,New,Cancel,Broker,No,8.92,25.78,Investor Sale,Yes,Priya Sharma,8757
8758, ,Closed,M.L.S.,Yes,15.37,16.95,Downsizing,No,Luis Garcia,8758
8759,Cancelled,Kick,Broker,,19.61,15.51,Investor Sale,Yes,Emily Patel,8759
8760,Closed,Null,M.L.S.,,17.03,16.6,,,Sophia Williams,8760
8761,New, ,M L S,,13.71,19.69,,,Michael Chen,8761
8762,Reviewed, ,Auction.com,No,19.32,8.17,Investor Sale,Yes,Amit Kumar,8762
8763,Closed, Close ,Internal,No,2.18,21.79,Downsizing,,Jason Miller,8763
8764, Closed,Pend,M.L.S.,No,12.75,22.4,,Yes,Luis Garcia,8764
8765,New,Always Kick,Auction.com,Yes,8.34,15.27,Job Transfer,Yes,Luis Garcia,8765
8766,Neww,Closed,M.L.S.,,12.55,18.41,Downsizing,No,Samantha Pierce,8766
8767,Null,Null,Broker,No,4.9,12.31,,No,Emily Patel,8767
8768,Neww, ,M.L.S.,,13.03,28.25,Downsizing,Yes,Jessica Lin,8768
8769,Offered,Pend,Internal,Yes,14.56,22.71,,Yes,Jessica Lin,8769
8770,Reviewed,Always Kick,M L S,No,16.78,21.33,Job Transfer,,Sophia Williams,8770
8771,Accepted Offer,Pending,Opendoor,,10.33,24.39,Job Transfer,No,Sophia Williams,8771
8772,Accepted Offer,Close,Internal,No,15.75,21.26,Downsizing,No,Luis Garcia,8772
8773,Reviewed,Pending,Internal,No,12.16,12.59,,,Luis Garcia,8773
8774, , ,Opendoor,Yes,14.18,6.95,,Yes,Amit Kumar,8774
8775,Offered,Kick,Opendoor,Yes,15.52,22.12,,,Jessica Lin,8775
8776, ,Cancelled,Broker,No,16.85,24.1,Job Transfer,,Emily Patel,8776
8777,Accepted Offer,Available,M.L.S.,,4.25,9.55,Job Transfer,,Samantha Pierce,8777
8778, ,Null,Auction.com,Yes,8.6,15.93,Downsizing,Yes,Michael Chen,8778
8779,Reviewed,Pend,Opendoor,,2.87,9.54,,No,David Thompson,8779
8780,Closed,Close,Bulk,,14.47,20.0,Downsizing,No,Michael Chen,8780
8781,Accepted Offer,Pending,Bulk,No,8.69,22.81,Downsizing,No,Priya Sharma,8781
8782,Accepted Offer,Available,Auction.com,,19.72,23.04,Job Transfer,Yes,Priya Sharma,8782
8783, ,Null,Opendoor,,3.5,9.04,Job Transfer,No,Jason Miller,8783
8784, Closed, Close ,Auction.com,No,16.31,25.69,Downsizing,No,Samantha Pierce,8784
8785,Closed,Pend,M.L.S.,Yes,17.69,18.93,,Yes,Priya Sharma,8785
8786,Closed,Close,Internal,No,14.46,10.07,Investor Sale,No,David Thompson,8786
8787,Cancelled,Always Kick,Opendoor,Yes,6.48,26.49,Investor Sale,Yes,Sophia Williams,8787
8788, ,Kick,M L S,,8.09,16.49,Investor Sale,No,Luis Garcia,8788
8789,Reviewed,Close,M L S,,8.8,23.79,,Yes,Luis Garcia,8789
8790, Closed, ,Broker,Yes,12.92,17.37,,Yes,Amit Kumar,8790
8791,Reviewed, Close ,Bulk,,12.6,19.75,,No,Sophia Williams,8791
8792, ,Pending,M.L.S.,No,4.22,18.95,,Yes,Sophia Williams,8792
8793,Accepted Offer,Pend,M L S,No,10.42,8.69,Downsizing,Yes,Jason Miller,8793
8794,Accepted Offer,Cancel,Broker,,16.88,27.43,Job Transfer,Yes,Samantha Pierce,8794
8795, ,Kick,Broker,Yes,10.4,22.43,Investor Sale,,Priya Sharma,8795
8796,Offered, Close ,Bulk,No,13.67,10.59,Job Transfer,,Emily Patel,8796
8797, Closed,Close,M L S,,17.61,20.14,,,Sophia Williams,8797
8798, , ,Internal,,12.84,10.42,Investor Sale,No,Luis Garcia,8798
8799,Cancelled, Close , MLS,,3.85,6.47,Job Transfer,,Jason Miller,8799
8800,Closed,Pend,Auction.com,,17.25,17.69,Investor Sale,No,Jason Miller,8800
8801,Cancelled,Closed,Internal,Yes,2.93,24.72,,,Amit Kumar,8801
8802,Cancelled,Pending,Bulk,,3.96,25.87,Investor Sale,Yes,Sophia Williams,8802
8803, Closed, ,Bulk,,2.56,22.62,Downsizing,,Luis Garcia,8803
8804,Accepted Offer,Cancelled,Bulk,No,18.73,11.79,Downsizing,,Samantha Pierce,8804
8805,Null, Close , MLS,Yes,16.61,24.99,,,Jessica Lin,8805
8806,Reviewed, Close ,Opendoor,Yes,10.01,7.35,Job Transfer,,Luis Garcia,8806
8807, Closed,Closed,Broker,Yes,6.61,23.15,Investor Sale,,Jessica Lin,8807
8808,New,Kick,Auction.com,No,5.83,11.28,Investor Sale,No,Amit Kumar,8808
8809, Closed,Closed,Bulk,Yes,18.79,6.04,Job Transfer,Yes,Luis Garcia,8809
8810, Closed,Close,Auction.com,No,2.91,21.65,,No,Sophia Williams,8810
8811,New,Available,Auction.com,Yes,17.86,24.64,Downsizing,,Jason Miller,8811
8812, ,Pend,M.L.S.,No,11.84,11.81,Job Transfer,,Jason Miller,8812
8813, ,Closed,M L S,Yes,14.82,22.94,Downsizing,Yes,Priya Sharma,8813
8814,Reviewed,Available,M L S,Yes,11.12,14.88,Downsizing,Yes,Jason Miller,8814
8815,Null,Cancelled,M.L.S.,,7.85,21.68,Job Transfer,Yes,Jessica Lin,8815
8816,New,Kick,M.L.S.,No,18.01,17.04,,No,Samantha Pierce,8816
8817, ,Always Kick,Auction.com,Yes,3.6,17.1,Job Transfer,,Jessica Lin,8817
8818,Accepted Offer, Close ,Auction.com,Yes,7.37,6.97,,Yes,Luis Garcia,8818
8819,Accepted Offer,Close,Bulk,,2.01,12.47,Downsizing,No,Jessica Lin,8819
8820,Offered,Available, MLS,,15.1,29.0,Job Transfer,No,David Thompson,8820
8821,Reviewed,Close,Opendoor,No,11.94,7.86,Investor Sale,Yes,Amit Kumar,8821
8822,Reviewed,Always Kick,Broker,Yes,10.93,25.8,Downsizing,Yes,Sophia Williams,8822
8823, Closed,Cancelled,Internal,No,8.73,15.4,Job Transfer,Yes,David Thompson,8823
8824,Offered, Close ,Bulk,,14.1,8.18,Downsizing,Yes,Jessica Lin,8824
8825,Offered,Available,M L S,Yes,17.6,19.72,Investor Sale,Yes,David Thompson,8825
8826,Accepted Offer,Pend,M L S,No,18.68,22.56,,,Jason Miller,8826
8827,Cancelled,Null,M.L.S.,No,5.51,8.29,Job Transfer,Yes,Priya Sharma,8827
8828, Closed,Available,M.L.S.,,9.33,11.62,Downsizing,No,David Thompson,8828
8829,New,Pending,M L S,No,17.95,9.93,,No,Priya Sharma,8829
8830,Neww,Available,M L S,,3.61,28.59,Job Transfer,No,Jason Miller,8830
8831,Cancelled,Null, MLS,,18.8,5.64,Downsizing,Yes,Amit Kumar,8831
8832,Closed,Pending, MLS,,13.06,21.21,,,Sophia Williams,8832
8833, Closed,Pending,Opendoor,,3.99,14.65,Job Transfer,No,Michael Chen,8833
8834,Null, , MLS,,2.11,6.8,,,Amit Kumar,8834
8835, ,Pend, MLS,,10.21,25.13,Investor Sale,,Sophia Williams,8835
8836,Null,Closed,M L S,,4.33,8.97,Job Transfer,,Amit Kumar,8836
8837,Null,Null, MLS,,13.59,6.74,,Yes,Priya Sharma,8837
8838,Accepted Offer, Close ,M L S,Yes,14.57,19.02,,Yes,Amit Kumar,8838
8839,Cancelled,Kick,M.L.S.,Yes,9.16,26.82,Downsizing,No,Michael Chen,8839
8840,Neww,Cancel,M.L.S.,,19.67,26.63,Downsizing,Yes,Sophia Williams,8840
8841,Null,Null,M L S,No,7.35,7.45,Investor Sale,,Jessica Lin,8841
8842,Accepted Offer,Closed,Internal,No,8.05,17.92,Downsizing,Yes,Emily Patel,8842
8843,Null,Pending,M.L.S.,,12.75,16.58,Job Transfer,No,Samantha Pierce,8843
8844,New,Always Kick,Broker,Yes,8.35,15.01,Job Transfer,No,David Thompson,8844
8845,Closed, Close ,Broker,,19.02,27.65,Job Transfer,,Jessica Lin,8845
8846,Offered,Available,Auction.com,,9.78,28.94,,No,Michael Chen,8846
8847,Closed,Closed,Broker,Yes,10.37,14.67,Job Transfer,No,Luis Garcia,8847
8848,Cancelled,Cancel,Broker,,18.7,8.6,Investor Sale,Yes,Jason Miller,8848
8849, Closed,Null,Broker,Yes,2.15,13.14,Downsizing,,David Thompson,8849
8850,Closed,Pending,M.L.S.,Yes,2.44,6.37,Investor Sale,Yes,Jessica Lin,8850
8851,Closed, Close ,Bulk,Yes,18.45,23.52,,No,Amit Kumar,8851
8852,Null,Cancelled,Auction.com,,11.34,7.35,Downsizing,No,Michael Chen,8852
8853, Closed,Cancel,Broker,No,19.72,10.5,Downsizing,No,Amit Kumar,8853
8854, ,Available,M L S,No,15.69,5.95,Investor Sale,Yes,Samantha Pierce,8854
8855,New,Available, MLS,No,10.9,23.64,Investor Sale,Yes,David Thompson,8855
8856,Reviewed, ,Auction.com,,10.51,15.86,,No,Emily Patel,8856
8857, Closed,Closed,Auction.com,No,7.45,21.4,Job Transfer,Yes,Michael Chen,8857
8858,Cancelled,Cancel,Internal,No,18.87,16.74,Investor Sale,,Priya Sharma,8858
8859,Cancelled, ,M L S,Yes,13.45,6.88,,,Jessica Lin,8859
8860,Cancelled,Always Kick, MLS,,8.84,29.58,,Yes,Michael Chen,8860
8861,Cancelled, Close ,Auction.com,,2.4,14.05,Job Transfer,No,Jessica Lin,8861
8862,Null,Pending,M L S,Yes,16.38,21.98,Job Transfer,,Priya Sharma,8862
8863, ,Kick,Opendoor,Yes,18.35,7.79,Job Transfer,,Luis Garcia,8863
8864,Offered,Cancelled,Auction.com,No,17.22,17.23,Job Transfer,,David Thompson,8864
8865,Cancelled,Pend,M.L.S.,No,19.69,12.48,Job Transfer,,Amit Kumar,8865
8866, ,Pending,Bulk,No,4.36,16.12,Investor Sale,,David Thompson,8866
8867,New,Always Kick,Bulk,,8.6,21.17,Downsizing,,Jason Miller,8867
8868,Offered,Close,Broker,Yes,15.03,21.38,Investor Sale,,Priya Sharma,8868
8869,Null,Kick, MLS,,14.02,10.02,,No,Jason Miller,8869
8870,Accepted Offer,Kick,Auction.com,Yes,18.44,21.2,,Yes,Jason Miller,8870
8871,Neww,Available,M L S,Yes,19.17,21.02,Job Transfer,No,Samantha Pierce,8871
8872,Closed,Cancel,Broker,,9.6,20.65,Downsizing,,Amit Kumar,8872
8873, Closed, ,M.L.S.,No,17.23,11.29,,Yes,Amit Kumar,8873
8874,Offered,Available,M L S,Yes,5.22,7.2,Job Transfer,Yes,Michael Chen,8874
8875,Closed,Pend,Bulk,Yes,11.91,8.76,Investor Sale,Yes,Luis Garcia,8875
8876, Closed,Pend,Internal,,2.3,5.75,Job Transfer,,David Thompson,8876
8877,New,Available,M.L.S.,No,16.94,22.32,Job Transfer,,Priya Sharma,8877
8878, Closed,Closed,Broker,Yes,14.89,20.85,Downsizing,,Sophia Williams,8878
8879,Reviewed,Kick,Opendoor,,12.08,11.27,Investor Sale,No,David Thompson,8879
8880,Accepted Offer,Available,Opendoor,Yes,7.41,12.43,Job Transfer,Yes,Michael Chen,8880
8881, , ,Broker,,18.16,28.43,Job Transfer,,Michael Chen,8881
8882, Closed,Available,Bulk,Yes,15.04,26.7,,Yes,Priya Sharma,8882
8883,Neww, ,Opendoor,Yes,5.67,13.51,,Yes,David Thompson,8883
8884, ,Null,Opendoor,,12.55,19.91,Job Transfer,Yes,Michael Chen,8884
8885, Closed,Always Kick,M.L.S.,,5.72,15.63,Job Transfer,Yes,Jessica Lin,8885
8886,Neww,Closed,Internal,No,6.53,18.67,,,David Thompson,8886
8887,Accepted Offer, Close ,Opendoor,Yes,18.89,28.25,Investor Sale,No,Sophia Williams,8887
8888, Closed,Pending,Auction.com,,12.81,15.66,,Yes,Jason Miller,8888
8889,Reviewed,Kick,Internal,No,10.4,8.37,Investor Sale,Yes,Emily Patel,8889
8890,New, ,Bulk,,7.9,6.6,Downsizing,No,Emily Patel,8890
8891, ,Kick,M.L.S.,Yes,10.57,12.01,,,Jason Miller,8891
8892,Null,Closed,M L S,Yes,19.06,16.24,Downsizing,No,Sophia Williams,8892
8893,Neww,Close,Internal,,8.11,15.03,Job Transfer,,Emily Patel,8893
8894,Null,Kick,Broker,No,9.99,28.49,,No,Priya Sharma,8894
8895,Neww, ,M L S,Yes,9.59,22.11,Downsizing,No,Michael Chen,8895
8896,Neww,Always Kick,Broker,No,19.71,28.57,Downsizing,,Jessica Lin,8896
8897,New,Pending,Broker,,19.18,16.51,,,David Thompson,8897
8898,Offered,Close,Bulk,,7.01,13.96,Job Transfer,,Michael Chen,8898
8899,Neww,Closed,Bulk,,5.94,10.15,Investor Sale,,Emily Patel,8899
8900,Closed,Null,Opendoor,Yes,8.7,13.97,Downsizing,Yes,Amit Kumar,8900
8901,New,Null,M.L.S.,No,5.48,28.99,Job Transfer,Yes,Jessica Lin,8901
8902, , ,M.L.S.,No,9.21,21.08,Investor Sale,No,Luis Garcia,8902
8903,Offered,Pend,Internal,,16.32,12.64,Job Transfer,Yes,Priya Sharma,8903
8904,Closed,Available,M L S,No,7.0,23.5,Job Transfer,Yes,Emily Patel,8904
8905,Cancelled,Close,Auction.com,Yes,16.44,28.71,,No,Sophia Williams,8905
8906, Closed,Always Kick,Broker,,15.92,25.05,Job Transfer,,David Thompson,8906
8907, ,Cancelled, MLS,Yes,7.05,13.64,Downsizing,,Luis Garcia,8907
8908,New,Cancel, MLS,No,5.43,29.01,Job Transfer,Yes,Emily Patel,8908
8909,New,Pend, MLS,Yes,16.14,15.92,,Yes,Jessica Lin,8909
8910,Neww,Close, MLS,,7.5,14.95,Job Transfer,Yes,David Thompson,8910
8911,Cancelled,Null,M L S,No,10.42,11.87,Downsizing,No,Emily Patel,8911
8912,Reviewed,Available,Broker,Yes,2.58,24.8,Downsizing,Yes,Luis Garcia,8912
8913,New, Close ,M L S,,18.81,12.94,Investor Sale,,Amit Kumar,8913
8914,New,Cancelled, MLS,,18.13,10.31,,No,Emily Patel,8914
8915,Reviewed, Close ,Auction.com,No,11.12,25.06,Investor Sale,,Jason Miller,8915
8916, ,Available,Broker,Yes,2.29,22.99,Job Transfer,No,Priya Sharma,8916
8917,Null,Pending,Internal,No,14.02,16.53,,Yes,Michael Chen,8917
8918,Cancelled,Available,M L S,No,5.54,28.48,,No,Luis Garcia,8918
8919, ,Null,M.L.S.,No,3.93,24.53,,Yes,Jason Miller,8919
8920,Neww,Available, MLS,No,11.5,15.46,Investor Sale,,Amit Kumar,8920
8921,Accepted Offer,Pending,Opendoor,No,12.91,17.65,,Yes,Emily Patel,8921
8922,Offered,Kick,Internal,No,16.33,21.37,Job Transfer,,Luis Garcia,8922
8923,New,Pend,Bulk,,11.97,19.06,Investor Sale,,Michael Chen,8923
8924,Accepted Offer,Available,Auction.com,No,7.97,23.28,Downsizing,Yes,Sophia Williams,8924
8925,Cancelled,Pend,Internal,Yes,10.92,5.78,,No,Priya Sharma,8925
8926,New, Close , MLS,Yes,7.56,25.42,,No,Emily Patel,8926
8927,Accepted Offer,Available,M L S,Yes,14.16,8.68,,,Priya Sharma,8927
8928,Closed, ,Broker,Yes,11.12,13.99,Job Transfer,,Michael Chen,8928
8929, Closed,Pending,M L S,No,19.35,27.63,,,Amit Kumar,8929
8930,Reviewed,Pending,Internal,Yes,3.35,21.29,Downsizing,,Jason Miller,8930
8931, ,Available,Bulk,No,5.52,7.41,Job Transfer,No,Sophia Williams,8931
8932,Accepted Offer, Close ,Broker,Yes,13.69,24.78,Job Transfer,Yes,Amit Kumar,8932
8933,Null,Always Kick,Broker,No,6.5,23.27,,Yes,Michael Chen,8933
8934,Reviewed,Kick,Opendoor,,12.08,24.43,Downsizing,Yes,Emily Patel,8934
8935,Neww,Close,Opendoor,No,14.07,21.9,,,Jason Miller,8935
8936, ,Cancel,Auction.com,,11.62,22.91,Investor Sale,,Luis Garcia,8936
8937,Cancelled,Null,Opendoor,No,17.13,28.97,,Yes,Michael Chen,8937
8938,Neww,Kick,Broker,No,9.86,18.66,Investor Sale,Yes,Jason Miller,8938
8939,Cancelled,Always Kick,Bulk,Yes,3.45,14.87,Job Transfer,,Priya Sharma,8939
8940, Closed, Close ,Auction.com,Yes,4.84,16.2,Investor Sale,,Luis Garcia,8940
8941, , Close ,Bulk,Yes,14.63,23.43,Downsizing,Yes,Amit Kumar,8941
8942, Closed,Pending,Broker,Yes,16.96,12.06,,,Emily Patel,8942
8943,Null,Close,Bulk,,18.96,21.68,,Yes,Luis Garcia,8943
8944,Null,Null,Auction.com,No,11.84,19.57,Job Transfer,No,Michael Chen,8944
8945,Reviewed,Null,Bulk,Yes,14.74,5.53,,No,David Thompson,8945
8946,Null,Pending,Opendoor,No,3.9,8.29,Investor Sale,No,Sophia Williams,8946
8947,Reviewed,Always Kick,Broker,,18.46,21.64,,No,Emily Patel,8947
8948, Closed, ,Auction.com,Yes,12.49,19.4,Investor Sale,,Sophia Williams,8948
8949,Neww, ,Internal,,4.64,12.42,Investor Sale,No,Samantha Pierce,8949
8950,New,Available,M L S,Yes,11.64,24.71,Investor Sale,No,Jason Miller,8950
8951,Accepted Offer,Cancel,M L S,No,5.3,5.3,Downsizing,,Samantha Pierce,8951
8952,Offered,Null,M.L.S.,Yes,17.58,27.95,Downsizing,,Emily Patel,8952
8953,Null,Pend,Internal,Yes,13.57,17.56,Downsizing,No,Emily Patel,8953
8954,Neww,Cancel,Opendoor,Yes,3.98,22.53,Investor Sale,,Luis Garcia,8954
8955,Reviewed,Always Kick,Broker,Yes,4.03,10.15,Investor Sale,,Luis Garcia,8955
8956,Neww,Cancel,M L S,,14.67,8.04,Job Transfer,No,Emily Patel,8956
8957,Closed,Null,Auction.com,Yes,10.01,9.17,Downsizing,Yes,Luis Garcia,8957
8958,Offered,Null,M.L.S.,Yes,7.91,5.26,Downsizing,No,Priya Sharma,8958
8959,Neww,Available,Bulk,,14.23,8.18,,No,Priya Sharma,8959
8960, ,Closed,Internal,,5.61,21.07,Investor Sale,Yes,David Thompson,8960
8961, ,Cancel,Auction.com,Yes,17.83,13.92,Job Transfer,Yes,Luis Garcia,8961
8962, ,Cancel,Auction.com,,4.66,18.21,Investor Sale,Yes,Luis Garcia,8962
8963,Closed,Kick, MLS,Yes,13.61,29.74,Investor Sale,No,Jessica Lin,8963
8964,Reviewed,Null,Opendoor,Yes,17.93,11.1,Investor Sale,Yes,Amit Kumar,8964
8965,New,Cancelled,M.L.S.,Yes,16.82,16.96,Investor Sale,Yes,Jessica Lin,8965
8966,Reviewed, Close ,Broker,No,5.08,8.11,Downsizing,Yes,Michael Chen,8966
8967,New,Null,Opendoor,No,5.25,28.23,,,Amit Kumar,8967
8968,New,Pending,Broker,Yes,2.85,28.78,,No,Priya Sharma,8968
8969,Accepted Offer, ,Internal,No,17.79,9.89,Downsizing,,Sophia Williams,8969
8970,Reviewed,Null,Bulk,,6.69,13.18,Job Transfer,No,Amit Kumar,8970
8971,Accepted Offer,Cancelled,Bulk,,13.19,24.0,Job Transfer,Yes,Priya Sharma,8971
8972,New,Closed,M L S,No,16.18,12.8,Investor Sale,Yes,Samantha Pierce,8972
8973,Accepted Offer,Available,M L S,Yes,17.62,27.65,Job Transfer,Yes,Samantha Pierce,8973
8974,Neww,Pend,M.L.S.,Yes,4.44,23.69,,Yes,Jason Miller,8974
8975,Null,Always Kick,Bulk,Yes,14.45,9.6,,No,Emily Patel,8975
8976,Cancelled, ,Broker,Yes,12.22,13.57,Downsizing,No,Jason Miller,8976
8977,Neww,Closed, MLS,Yes,18.56,5.94,Job Transfer,No,Jason Miller,8977
8978, , ,Bulk,Yes,16.08,8.87,Investor Sale,No,Luis Garcia,8978
8979,New,Close,Opendoor,Yes,8.25,22.69,Investor Sale,No,Amit Kumar,8979
8980,Accepted Offer, ,M L S,No,18.03,7.53,Investor Sale,No,David Thompson,8980
8981,Cancelled,Pending,M.L.S.,No,3.75,10.32,,,Jessica Lin,8981
8982,Null, ,Opendoor,Yes,18.84,10.31,Job Transfer,,Sophia Williams,8982
8983, Closed,Null,Broker,No,5.64,21.96,,Yes,Priya Sharma,8983
8984,Closed, Close ,Internal,No,15.53,15.27,Downsizing,,Amit Kumar,8984
8985,Cancelled,Pending,Auction.com,,3.24,7.87,,,Samantha Pierce,8985
8986,Neww,Kick, MLS,Yes,3.16,25.74,Downsizing,Yes,Emily Patel,8986
8987,Offered,Always Kick,M L S,No,15.41,18.07,,No,Emily Patel,8987
8988,Cancelled,Close,Internal,No,16.06,21.27,,No,David Thompson,8988
8989,Neww,Always Kick,Bulk,,5.7,26.16,Job Transfer,Yes,Jessica Lin,8989
8990,New,Pending,M L S,Yes,11.17,6.96,,,Emily Patel,8990
8991, ,Always Kick,M.L.S.,Yes,11.97,25.69,Job Transfer,No,Jason Miller,8991
8992,Offered,Cancel,Broker,No,8.24,10.48,Investor Sale,,Priya Sharma,8992
8993,Closed,Cancelled,M.L.S.,No,14.91,14.71,,,Luis Garcia,8993
8994,Reviewed,Cancel,Internal,,8.73,6.08,Job Transfer,No,Amit Kumar,8994
8995, Closed,Available,Internal,Yes,8.66,21.34,Job Transfer,,Luis Garcia,8995
8996,Reviewed, ,M L S,,5.89,19.46,Downsizing,,Jason Miller,8996
8997,Cancelled,Cancelled,M.L.S.,Yes,14.58,23.24,Job Transfer,,Priya Sharma,8997
8998,Offered, ,Opendoor,,3.63,24.64,Investor Sale,No,Luis Garcia,8998
8999,Offered, Close ,Internal,,13.12,26.64,,,Jason Miller,8999
9000,Reviewed,Closed,Auction.com,,6.57,17.08,Investor Sale,Yes,David Thompson,9000
9001,Cancelled,Cancel,Broker,,11.82,12.48,Downsizing,No,Samantha Pierce,9001
9002,Closed,Kick, MLS,No,6.06,15.61,Investor Sale,No,Samantha Pierce,9002
9003,Accepted Offer,Pend,Bulk,Yes,2.32,18.17,Downsizing,Yes,Jason Miller,9003
9004,Null,Pend,M.L.S.,,14.51,22.15,,,Amit Kumar,9004
9005,Reviewed,Close,Bulk,No,4.75,22.17,Job Transfer,,David Thompson,9005
9006,Accepted Offer,Null,Bulk,Yes,18.2,10.2,,No,Samantha Pierce,9006
9007,Reviewed,Pend,Auction.com,No,17.03,6.0,,No,Jason Miller,9007
9008,Offered,Null,M L S,,9.8,26.32,,,Luis Garcia,9008
9009,New,Cancelled,M.L.S.,,3.91,5.16,Investor Sale,Yes,Michael Chen,9009
9010,Null,Cancelled,M.L.S.,Yes,19.7,11.64,Downsizing,No,David Thompson,9010
9011,Closed,Pending,M L S,No,4.31,5.67,,,Priya Sharma,9011
9012,Closed,Available,Bulk,,2.66,26.32,,No,Priya Sharma,9012
9013,Null,Cancel,M.L.S.,,13.29,15.18,Downsizing,,David Thompson,9013
9014,Closed,Pend,M.L.S.,Yes,13.18,13.24,Downsizing,No,Sophia Williams,9014
9015,New,Always Kick,M L S,Yes,3.72,9.53,Investor Sale,Yes,Priya Sharma,9015
9016,Neww,Cancel, MLS,Yes,8.3,10.47,Investor Sale,,Emily Patel,9016
9017,Cancelled,Close,M.L.S.,No,2.44,27.96,,No,Jessica Lin,9017
9018,Accepted Offer,Kick,M.L.S.,Yes,19.36,13.25,Investor Sale,Yes,David Thompson,9018
9019,Reviewed, ,Internal,No,4.8,24.78,Investor Sale,,David Thompson,9019
9020,Neww,Pending,Opendoor,No,11.38,16.29,,Yes,Priya Sharma,9020
9021,Accepted Offer,Closed, MLS,Yes,5.87,24.9,Investor Sale,,Jessica Lin,9021
9022,Offered, Close , MLS,,10.46,7.68,,,Luis Garcia,9022
9023,Cancelled, ,Internal,No,16.93,8.82,Downsizing,,Emily Patel,9023
9024,Closed,Available,M L S,No,17.95,8.92,Downsizing,,Jessica Lin,9024
9025,Accepted Offer,Closed,Broker,Yes,2.58,13.77,Downsizing,No,Jason Miller,9025
9026,Offered, ,Opendoor,Yes,18.9,28.0,,,Michael Chen,9026
9027,Accepted Offer, Close ,M.L.S.,Yes,19.23,15.79,Investor Sale,,Jason Miller,9027
9028,Closed, ,Internal,,4.06,23.91,Job Transfer,Yes,Sophia Williams,9028
9029,Null, Close ,Broker,No,16.29,11.46,Investor Sale,,Amit Kumar,9029
9030, ,Cancel,Internal,No,3.16,5.18,Job Transfer,Yes,Emily Patel,9030
9031,Null,Cancel,Auction.com,,12.77,21.78,,No,Emily Patel,9031
9032, ,Always Kick,M.L.S.,Yes,6.99,19.56,Job Transfer,No,David Thompson,9032
9033,Closed,Always Kick,Opendoor,,6.89,18.39,Downsizing,No,Michael Chen,9033
9034,New,Cancel,M L S,Yes,10.97,12.9,,No,Emily Patel,9034
9035,Reviewed,Always Kick, MLS,Yes,12.05,27.55,,Yes,Michael Chen,9035
9036,Null,Kick,Internal,Yes,16.12,11.4,Job Transfer,Yes,Luis Garcia,9036
9037,Reviewed, ,Auction.com,Yes,6.88,18.04,Downsizing,No,Jessica Lin,9037
9038, ,Close,Opendoor,,3.05,24.86,,,Amit Kumar,9038
9039, ,Available,Broker,,16.84,25.44,,Yes,Samantha Pierce,9039
9040,New, Close ,M L S,Yes,4.79,22.47,Job Transfer,,Samantha Pierce,9040
9041,Neww, ,M L S,,10.67,10.36,Investor Sale,,David Thompson,9041
9042,Reviewed,Cancelled,Bulk,Yes,17.01,15.88,Investor Sale,,Amit Kumar,9042
9043, ,Cancelled,Broker,Yes,16.96,25.22,Downsizing,Yes,Luis Garcia,9043
9044,Reviewed,Null,Opendoor,Yes,14.39,15.28,Job Transfer,No,Amit Kumar,9044
9045,Closed,Available,Broker,No,15.99,14.92,,No,Michael Chen,9045
9046,Null,Cancel,M.L.S.,,2.64,18.27,,Yes,Emily Patel,9046
