valuation_id,property_id,List_Price,Previous_Rent,ARV,Rent_Zestimate,Low_FMR,Redfin_Value,Zestimate,Expected_Rent,High_FMR
23718,9600,315801,,555906.0,,,497663.0,108758.0,2123.0,
23719,9602,158360,,,3405.0,,302081.0,,3285.0,1186.0
23720,9603,121527,2093.0,272843.0,,,585734.0,261596.0,,3326.0
23721,9603,234589,,,,1204.0,,263989.0,986.0,1334.0
23722,9604,304500,,584245.0,1326.0,,,,,
23723,9604,165344,2213.0,308274.0,1809.0,715.0,,,,
23724,9604,353950,,,,,394395.0,445988.0,,
23725,9604,92381,3047.0,,,,,,1303.0,
23726,9604,152601,1975.0,,3787.0,,,,,
23727,9606,420340,,,853.0,1223.0,,,,3392.0
23728,9606,374988,2975.0,297091.0,,,,180464.0,,
23729,9606,438953,2577.0,,,1392.0,,144279.0,,3932.0
23730,9606,432678,,392598.0,3796.0,1955.0,103673.0,,,
23731,9607,295164,1470.0,,,,,534123.0,,
23732,9607,498633,2169.0,,2108.0,,,,3430.0,
23733,9608,298038,1701.0,566509.0,,,352690.0,508895.0,,
23734,9608,384083,,,,,,,,
23735,9608,225506,2146.0,396831.0,,1483.0,313690.0,,,
23736,9608,326914,,,,1519.0,,,,5356.0
23737,9608,337509,,,2887.0,,,204237.0,,3135.0
23738,9609,285216,1428.0,269429.0,,872.0,,97268.0,3021.0,
23739,9609,446855,,95834.0,2850.0,1909.0,,291793.0,,
23740,9609,333028,1982.0,,,,156255.0,482581.0,,
23741,9610,112636,1664.0,334451.0,,,222984.0,235680.0,3326.0,
23742,9610,402756,,493534.0,2710.0,,145385.0,404567.0,,
23743,9610,385948,,328576.0,3342.0,,577927.0,189437.0,,
23744,9610,216940,,293931.0,,,,,,
23745,9610,244478,,499212.0,875.0,,581934.0,301253.0,1463.0,1527.0
23746,9611,483804,,270890.0,,,455541.0,231508.0,,
23747,9611,220258,,236531.0,3350.0,,,,,
23748,9612,289065,,,821.0,,528735.0,,,4947.0
23749,9612,126899,,,1148.0,898.0,,460053.0,,
23750,9612,128260,,,,987.0,90905.0,,,5223.0
23751,9613,317024,,,,,,,,1978.0
23752,9613,323946,,,,1089.0,198433.0,,2695.0,
23753,9613,186682,2595.0,,,,,443487.0,1627.0,2253.0
23754,9614,174207,2538.0,413631.0,,1881.0,,,,
23755,9615,195575,2119.0,491068.0,,,,122329.0,,2276.0
23756,9615,487179,,,,,527754.0,,1254.0,
23757,9615,218584,1089.0,,1551.0,,461093.0,,2635.0,1258.0
23758,9615,209695,,,,,,,,5104.0
23759,9616,408123,,,3855.0,,,,,
23760,9616,423201,,425126.0,3814.0,802.0,,365198.0,,
23761,9616,251005,2390.0,504922.0,,,,,,
23762,9616,311954,,111598.0,980.0,,389342.0,300265.0,,
23763,9616,408855,,,871.0,,,161938.0,,
23764,9618,131346,1649.0,97337.0,,1627.0,539416.0,,,
23765,9618,102093,,,,1735.0,,,1395.0,4005.0
23766,9618,397008,,,1823.0,1233.0,,250931.0,3414.0,
23767,9621,90616,2987.0,,3535.0,1355.0,,,,
23768,9621,160193,1339.0,,,1430.0,,,1749.0,
23769,9621,461719,3461.0,98602.0,,,,457675.0,,
23770,9621,259850,,,,,317037.0,,,
23771,9622,94782,923.0,282174.0,3939.0,,,,,4847.0
23772,9622,374847,,162401.0,3216.0,,,365562.0,,
23773,9622,110829,,191461.0,,,,,1971.0,
23774,9622,298029,1902.0,,,,,,1618.0,5378.0
23775,9623,499859,3348.0,439133.0,,1340.0,,,2814.0,
23776,9623,102218,1671.0,291281.0,2736.0,,198666.0,,,3620.0
23777,9624,296251,1128.0,499815.0,,,343462.0,171685.0,,1987.0
23778,9624,243002,,469748.0,,,572067.0,,,2513.0
23779,9624,457441,,483725.0,1487.0,,,,,
23780,9624,394597,,,,,420134.0,,916.0,2003.0
23781,9624,390625,,,1852.0,,,,2076.0,
23782,9625,228107,,316706.0,,1856.0,,,,4981.0
23783,9625,374791,2209.0,107864.0,870.0,,,,3090.0,
23784,9627,357110,3488.0,,,,,,,
23785,9627,97101,,,,,,,2256.0,2886.0
23786,9628,405412,,,,,,,,2657.0
23787,9628,147450,,,2612.0,,447368.0,,,1141.0
23788,9628,311689,,335060.0,2023.0,1067.0,,,,
23789,9628,173520,,,,,434654.0,,,3031.0
23790,9628,169863,,,1676.0,,269424.0,,,1477.0
23791,9629,286699,,213065.0,1973.0,,,,,5500.0
23792,9629,464794,3071.0,,3338.0,947.0,,,,3097.0
23793,9629,483640,,,,1533.0,466803.0,,1878.0,1649.0
23794,9630,407588,,147894.0,3622.0,,279582.0,,,
23795,9631,427174,1684.0,259109.0,2808.0,1274.0,,301767.0,,
23796,9631,346426,,,2784.0,,,,,
23797,9631,253566,,,,803.0,274527.0,149202.0,,
23798,9631,310684,2736.0,,,1367.0,544336.0,494660.0,2283.0,4194.0
23799,9631,237555,,585609.0,,1858.0,,,,
23800,9632,413225,,,,1266.0,,,,3843.0
23801,9632,388340,2139.0,,1686.0,,,219606.0,,
23802,9632,456612,,413134.0,,,411444.0,,2358.0,1422.0
23803,9634,193071,,,,,338333.0,95831.0,2005.0,
23804,9634,304094,2386.0,504337.0,,,,507277.0,,
23805,9634,471430,,,,,,113511.0,,2178.0
23806,9637,134168,,,,,,515841.0,,
23807,9638,162907,2484.0,403942.0,1640.0,1888.0,,,3037.0,
23808,9638,176149,,308475.0,1959.0,,,,,1753.0
23809,9640,187739,,,3769.0,,591492.0,,1768.0,
23810,9640,372875,,,3287.0,,,,,5419.0
23811,9642,417683,2508.0,504890.0,2614.0,777.0,261832.0,,1739.0,
23812,9643,351449,,215270.0,,1965.0,115426.0,,,
23813,9643,257139,,108814.0,,1777.0,,,2703.0,3243.0
23814,9643,146936,,,,,182252.0,,,
23815,9643,479371,,,1239.0,1940.0,,504065.0,,1995.0
23816,9643,310199,,550036.0,,1775.0,274058.0,427456.0,1217.0,
23817,9644,202057,3415.0,,,,433151.0,95666.0,2418.0,2772.0
23818,9644,255194,2956.0,,,1269.0,557895.0,,3362.0,2709.0
23819,9644,271643,,274946.0,,,304287.0,,2489.0,4153.0
23820,9644,349248,,334461.0,,,,,,4094.0
23821,9645,325311,,141059.0,,701.0,496004.0,274890.0,,
23822,9645,398050,,,3859.0,,93886.0,109045.0,,
23823,9647,164992,,278801.0,,1848.0,288427.0,438612.0,,2740.0
23824,9647,258416,,,1114.0,,,169458.0,3279.0,3246.0
23825,9647,346234,,160583.0,2429.0,1812.0,423439.0,,923.0,3483.0
23826,9650,399021,,163998.0,,1938.0,121710.0,,,3140.0
23827,9651,266693,3363.0,,,709.0,459912.0,,,
23828,9651,258860,,145312.0,3083.0,,,,,
23829,9651,376378,,,,,,,1045.0,2774.0
23830,9651,245254,,,,1573.0,,,,
23831,9651,235145,,,,,,,1514.0,
23832,9652,343981,2362.0,398314.0,,1645.0,121999.0,,3350.0,
23833,9652,189285,,366820.0,,921.0,495851.0,,1739.0,
23834,9653,344901,,579985.0,,915.0,,,1476.0,4913.0
23835,9653,131169,,,3048.0,,,,,
23836,9653,123840,,,,,118857.0,544135.0,,
23837,9653,382198,,,1434.0,,557549.0,387114.0,1262.0,
23838,9654,413405,3275.0,,1949.0,1912.0,434253.0,,2257.0,
23839,9654,303053,,333887.0,2844.0,1642.0,347778.0,489547.0,1887.0,1340.0
23840,9654,349299,1403.0,,1975.0,1189.0,118340.0,173154.0,,
23841,9654,346055,,500093.0,,,,238747.0,3181.0,4992.0
23842,9654,252743,1302.0,,,1365.0,,,,2440.0
23843,9655,139698,1364.0,,3597.0,,381665.0,,2378.0,
23844,9656,211809,,,,,,,,1296.0
23845,9656,125647,,,,837.0,177090.0,,,
23846,9656,91342,1324.0,255429.0,3034.0,,185163.0,,,2767.0
23847,9657,376263,,,3083.0,,,,3082.0,
23848,9657,468656,,,,760.0,,459657.0,1028.0,5352.0
23849,9657,462229,,,,,90099.0,,1487.0,3606.0
23850,9658,329939,3043.0,,,,,,2329.0,
23851,9658,477411,1404.0,,2246.0,,,,2468.0,
23852,9660,400611,1675.0,,,769.0,362658.0,,2113.0,2943.0
23853,9660,294191,,,3614.0,1180.0,,,,4537.0
23854,9660,234375,,162194.0,,783.0,310495.0,140059.0,1148.0,1438.0
23855,9661,212170,,192574.0,2768.0,,,504917.0,,3655.0
23856,9661,261384,,,,,589775.0,,2882.0,
23857,9661,105779,2847.0,461945.0,2702.0,1123.0,,245604.0,,3616.0
23858,9662,243983,2099.0,504279.0,,,,,1828.0,3946.0
23859,9662,417590,,,,,,,2404.0,1848.0
23860,9662,198903,,,,,,270070.0,,
23861,9663,251808,,473638.0,2180.0,,,,3391.0,3597.0
23862,9663,449219,,,,722.0,,95690.0,,
23863,9663,409092,,495922.0,1126.0,1647.0,,,,
23864,9663,197487,933.0,,,,192270.0,159364.0,1485.0,
23865,9664,302680,,,,,,,,
23866,9664,352884,,,3075.0,1630.0,,242203.0,3121.0,4936.0
23867,9664,310255,2116.0,,,,,,,
23868,9664,400520,,,,,119409.0,129926.0,1456.0,
23869,9665,243484,1825.0,156865.0,,,,,,
23870,9665,376926,,534940.0,,,,460422.0,2872.0,
23871,9665,299826,,,2954.0,,,,,2958.0
23872,9665,255722,,,,895.0,,,2673.0,2603.0
23873,9665,101517,,,,1608.0,,462745.0,1385.0,
23874,9667,323086,,,1678.0,1864.0,,,,
23875,9667,440923,,184465.0,2833.0,,262052.0,,,
23876,9667,377368,,,2193.0,1624.0,,,,
23877,9667,377768,,413648.0,,1643.0,,,1211.0,
23878,9667,337665,2531.0,385313.0,1240.0,,,,,1553.0
23879,9668,339452,1935.0,585450.0,,,483465.0,,,4488.0
23880,9668,201643,1198.0,,,1695.0,,396147.0,,1139.0
23881,9668,263359,3059.0,,,,530071.0,,,
23882,9669,347868,1616.0,,3423.0,,287053.0,,,
23883,9669,337744,2416.0,,,,,,1704.0,
23884,9670,269587,3464.0,,,,264158.0,301269.0,2503.0,
23885,9670,227978,1404.0,,,1651.0,,,,
23886,9671,391763,,,2261.0,1138.0,,,,5314.0
23887,9671,136185,3363.0,,,1050.0,,,1447.0,3584.0
23888,9671,184126,2623.0,507378.0,,,552809.0,,,
23889,9671,430285,3185.0,,,884.0,,275330.0,,
23890,9674,297517,,550038.0,1778.0,1031.0,,144570.0,,3456.0
23891,9674,253589,,,,,215316.0,106150.0,,4703.0
23892,9675,185692,,,,,529691.0,316333.0,,3414.0
23893,9676,121534,,457498.0,3263.0,,,483369.0,,
23894,9676,249881,1812.0,,,1314.0,593627.0,149917.0,,
23895,9676,327128,,,,,157168.0,508083.0,2054.0,
23896,9677,343656,,,,860.0,427810.0,,,1468.0
23897,9677,212651,840.0,,2406.0,,338604.0,,,5335.0
23898,9677,401400,,,,,,,3254.0,
23899,9678,130001,,278241.0,2060.0,,280292.0,,3465.0,
23900,9678,352239,2907.0,123091.0,3276.0,1146.0,212352.0,,,3704.0
23901,9678,499372,,543350.0,1690.0,,340604.0,,,
23902,9679,423921,2261.0,375827.0,,916.0,337309.0,,,3353.0
23903,9679,123535,2362.0,,2515.0,,,104500.0,,
23904,9680,220216,3209.0,,,,,,1589.0,3105.0
23905,9681,167144,2043.0,,2425.0,787.0,90733.0,367883.0,2934.0,2898.0
23906,9681,472368,,,1947.0,,,,,
23907,9681,387046,,,,1100.0,,228255.0,1366.0,
23908,9682,228154,3082.0,,3450.0,,,,,
23909,9683,415101,3314.0,,,,,,,
23910,9684,468036,,,,1016.0,335118.0,276059.0,,
23911,9684,177123,2968.0,135661.0,,1018.0,,,,
23912,9684,272026,,,1162.0,,161393.0,422964.0,,
23913,9684,398316,2071.0,,,,315502.0,,1902.0,4714.0
23914,9684,390221,,,,,,,,
23915,9685,200424,,,,,,,2135.0,
23916,9685,378665,3458.0,,1419.0,,,,,
23917,9685,437210,,161569.0,,,150901.0,134043.0,,
23918,9685,454201,2838.0,,,1508.0,451415.0,,3046.0,
23919,9686,476652,,511703.0,,1563.0,334903.0,,,1882.0
23920,9686,426236,,,2502.0,,438555.0,,,
23921,9687,95875,,,,,355519.0,223798.0,,
23922,9687,272156,,,,,154945.0,391273.0,,1557.0
23923,9687,473890,,,,,,512046.0,,
23924,9687,198568,,,2584.0,,,,1322.0,
23925,9689,338251,,481629.0,3166.0,1747.0,,,1666.0,
23926,9690,198849,1530.0,428022.0,,,548356.0,,,1104.0
23927,9690,350298,1414.0,,,,,,,
23928,9691,440967,,564267.0,1318.0,1660.0,,,,2116.0
23929,9692,156877,,,,,,180687.0,,5037.0
23930,9692,175663,,,,700.0,312412.0,305800.0,,
23931,9692,252135,865.0,,,,,,,
23932,9693,364776,,263162.0,1019.0,,,421547.0,3191.0,
23933,9693,141781,,,,1819.0,544318.0,388013.0,2915.0,
23934,9693,382299,,,1582.0,,,,1638.0,
23935,9693,396849,,596705.0,,,310780.0,,,1760.0
23936,9694,170951,,,,,208824.0,,1734.0,1387.0
23937,9694,327006,,,,,,,3039.0,5168.0
23938,9695,204649,,,827.0,,,,,
23939,9696,254924,1982.0,126378.0,,,352383.0,,,
23940,9696,166018,,,,,,,1102.0,1556.0
23941,9697,370088,960.0,584997.0,2821.0,1265.0,329101.0,,1845.0,
23942,9697,95622,,569644.0,,,,,1742.0,
23943,9699,349319,3349.0,504693.0,,,,,,
23944,9699,212416,,358756.0,2063.0,1546.0,471265.0,,,5298.0
23945,9699,423129,,,2171.0,,541239.0,,2965.0,1932.0
23946,9699,138751,,,,,,,,
23947,9699,447263,,567779.0,,,216388.0,333568.0,,
23948,9700,330088,2379.0,,,,,,1844.0,2269.0
23949,9700,486158,,173882.0,1806.0,,,,2938.0,
23950,9701,201783,,,,,,405505.0,,5193.0
23951,9701,330084,,,,,,,,
23952,9702,366935,1744.0,464540.0,974.0,,402026.0,180580.0,,
23953,9702,157809,,,3411.0,1588.0,,135103.0,,2447.0
23954,9702,324642,1692.0,,,1844.0,,438684.0,,
23955,9703,437297,,322086.0,,,,,,
23956,9703,339369,2398.0,346037.0,,,,,1657.0,
23957,9703,242124,,,,,,,,
23958,9704,242931,,,,,,,,
23959,9704,429967,,,3303.0,,313206.0,285062.0,,3450.0
23960,9704,419541,,194213.0,,1120.0,,142987.0,,
23961,9704,490627,,,3576.0,,,,,5100.0
23962,9705,396164,3111.0,242094.0,2129.0,1596.0,,,,3093.0
23963,9705,228754,3127.0,,1261.0,,,270871.0,1464.0,
23964,9706,167326,2482.0,297562.0,,1764.0,,,2481.0,1134.0
23965,9706,420444,2990.0,124328.0,,,,,2806.0,3132.0
23966,9708,142464,,,,1830.0,118738.0,267031.0,2526.0,
23967,9708,161050,,,3506.0,,141040.0,,,
23968,9708,228059,,,,,,,,
23969,9708,470460,,514423.0,2334.0,,,,2797.0,
23970,9708,493254,1187.0,,3861.0,1962.0,121666.0,,3186.0,
23971,9709,284994,,,,,,213377.0,,
23972,9709,398402,,,3609.0,,,,,3463.0
23973,9710,436398,,213792.0,3383.0,,,,,
23974,9710,229707,,,,,,,2018.0,
23975,9710,142481,1637.0,,,1679.0,157784.0,223293.0,2705.0,
23976,9710,116740,3065.0,,1729.0,,408813.0,345377.0,3422.0,
23977,9710,274335,,227646.0,,966.0,,,,
23978,9711,232867,,,2715.0,,,,,
23979,9711,195657,3317.0,,2830.0,1287.0,239152.0,,,
23980,9714,429202,,530926.0,,1582.0,,,,
23981,9716,476043,,,3219.0,1487.0,133835.0,,,
23982,9716,274438,,,,,,,,
23983,9716,271298,2571.0,130597.0,3027.0,,,,,
23984,9716,203958,,,2200.0,,,510073.0,1776.0,4430.0
23985,9717,454132,2846.0,,,,,,,
23986,9717,218495,3178.0,282513.0,1796.0,,,,,
23987,9717,148000,,,,,404923.0,,3302.0,1971.0
23988,9718,162005,,130100.0,,778.0,,,1320.0,3753.0
23989,9719,349808,,,2219.0,1995.0,,163154.0,2343.0,
23990,9719,195519,,,,,221252.0,,,
23991,9719,438683,2327.0,420447.0,3684.0,,,272686.0,3010.0,
23992,9719,151676,1400.0,459876.0,,,459049.0,,,
23993,9721,342604,,,2952.0,1033.0,,300625.0,,
23994,9721,414838,,,,1644.0,,,,3123.0
23995,9721,333966,,139997.0,,,302863.0,,2635.0,
23996,9722,253223,,196425.0,3213.0,,,134443.0,2624.0,
23997,9723,329240,,393234.0,,,319674.0,,,2918.0
23998,9723,394055,2831.0,,,,,,,1781.0
23999,9723,490525,,,1029.0,,,221907.0,,
24000,9723,419989,1725.0,192249.0,,,,144261.0,,
24001,9723,239643,,,3027.0,,108886.0,460144.0,,
24002,9724,471571,2188.0,359229.0,,1358.0,155610.0,488179.0,1984.0,
24003,9724,99693,1099.0,186758.0,,,,,,
24004,9727,185910,,,3222.0,912.0,,,,
24005,9728,484088,,,1949.0,1078.0,,,1842.0,
24006,9728,244115,1250.0,,2429.0,,459984.0,134015.0,,
24007,9728,338006,3368.0,366679.0,,1265.0,,428273.0,,3632.0
24008,9729,452271,2920.0,,911.0,1993.0,503720.0,,,
24009,9729,335400,,,,,240502.0,,,2257.0
24010,9729,442963,1746.0,,,1831.0,429662.0,,2048.0,
24011,9729,107394,,,,1775.0,,147511.0,,2690.0
24012,9730,499528,,587523.0,1261.0,,208713.0,,,
24013,9730,488516,,,,1495.0,413377.0,,,
24014,9730,182039,,421163.0,1990.0,,,,,
24015,9732,473454,3192.0,,,,250648.0,,,4278.0
24016,9732,210344,,,,,,,,
24017,9733,310731,1588.0,,,1231.0,,,,
24018,9733,137062,1888.0,,,,,543321.0,,
24019,9733,167470,2475.0,,,,105019.0,,,
24020,9733,443046,1650.0,370762.0,1514.0,,,337989.0,,
24021,9733,386216,1226.0,,2482.0,716.0,391116.0,,2361.0,1153.0
24022,9735,147615,,,2163.0,,171323.0,,,
24023,9735,433629,,344373.0,842.0,,,,,
24024,9735,177623,,328616.0,870.0,,,,,
24025,9735,407837,,,,,,345549.0,1103.0,2820.0
24026,9736,364942,,273884.0,3836.0,,,,,4199.0
24027,9736,257725,,,,1170.0,327782.0,218134.0,1897.0,
24028,9739,322705,1536.0,,,1353.0,,,1172.0,2032.0
24029,9740,451195,2844.0,,3117.0,,,,,
24030,9740,268515,,,,,387623.0,446556.0,,
24031,9741,276421,1105.0,,,1385.0,,,1930.0,
24032,9742,448768,,,,915.0,297985.0,,,
24033,9742,117085,,,,878.0,125204.0,,,
24034,9743,284955,3271.0,,,,270511.0,162910.0,,4775.0
24035,9744,367148,,365848.0,3348.0,1179.0,,506905.0,,
24036,9744,302669,2121.0,527464.0,3335.0,1520.0,409048.0,140382.0,2732.0,3024.0
24037,9744,333525,1113.0,524863.0,,,281275.0,,1573.0,1855.0
24038,9745,135422,2527.0,,,766.0,170683.0,,,
24039,9745,372879,,349228.0,3919.0,1903.0,577781.0,324442.0,,
24040,9745,426799,,,,,,,1006.0,
24041,9747,164888,2953.0,,,1534.0,,,1120.0,
24042,9747,389472,1382.0,312386.0,,,,,3447.0,
24043,9747,426122,3338.0,,3268.0,1941.0,,,,3485.0
24044,9747,158619,,220520.0,1482.0,1460.0,,,2554.0,2354.0
24045,9747,175179,2875.0,335668.0,3736.0,1909.0,,,,
24046,9748,456205,,262199.0,,1999.0,471818.0,,,
24047,9748,358007,,432599.0,,,236007.0,,,1256.0
24048,9748,143558,,,1941.0,,352122.0,,,1810.0
24049,9748,210733,,,1012.0,,407445.0,95472.0,,
24050,9748,465272,,505046.0,3530.0,,,,,
24051,9749,112542,,,,,,249412.0,2021.0,3375.0
24052,9749,311201,,,,1981.0,,,,
24053,9750,202057,,,1872.0,1720.0,576058.0,515367.0,,3119.0
24054,9751,145698,,265544.0,2254.0,,377442.0,249671.0,,3717.0
24055,9751,295415,,,2495.0,1365.0,,424654.0,,3286.0
24056,9751,341862,3313.0,,2986.0,1664.0,135542.0,173017.0,1507.0,
24057,9752,257005,1976.0,550459.0,,,462319.0,,,1113.0
24058,9753,390327,,205579.0,,,,,,3272.0
24059,9753,199255,,199995.0,1813.0,,,,3313.0,
24060,9753,370947,,,,,,,,1527.0
24061,9754,324748,1697.0,507982.0,,,,,962.0,5016.0
24062,9755,296611,,,2212.0,,549848.0,,1945.0,3904.0
24063,9755,164483,,482235.0,,,,212820.0,1377.0,
24064,9755,335393,1288.0,,,1751.0,,248466.0,,
24065,9756,277939,,353803.0,,,,279457.0,,3552.0
24066,9756,198991,2057.0,,1500.0,1627.0,420057.0,,2405.0,
24067,9756,451787,1129.0,,,,,320460.0,3232.0,
24068,9757,177979,,388987.0,2028.0,1687.0,,505789.0,1183.0,
24069,9757,419701,,,,,284284.0,524967.0,,
24070,9757,106838,,,,1175.0,,280662.0,,
24071,9758,195411,,410537.0,,1946.0,,,1372.0,4148.0
24072,9758,134655,,,,,,,,2688.0
24073,9760,483821,,,,836.0,381486.0,213648.0,,
24074,9760,411955,3121.0,,2054.0,1893.0,242930.0,344340.0,,
24075,9762,256052,3050.0,524198.0,813.0,1409.0,554631.0,,,2460.0
24076,9762,357989,1907.0,,,,,,,
24077,9762,145472,1864.0,,,,,300127.0,,5285.0
24078,9762,307369,2684.0,122820.0,3356.0,1979.0,,,2189.0,2907.0
24079,9762,127121,,,1710.0,1497.0,147338.0,,,3577.0
24080,9764,127861,,519234.0,2520.0,,,,1697.0,4575.0
24081,9764,463164,,,,,,,,
24082,9764,381854,860.0,,1730.0,1299.0,379563.0,289563.0,1670.0,
24083,9764,185749,3379.0,,1595.0,,,,,
24084,9765,495252,,255989.0,1934.0,,,,1320.0,
24085,9768,300379,1056.0,545644.0,,1760.0,256001.0,,2967.0,3721.0
24086,9768,315787,,,,,,,2060.0,
24087,9770,366411,,,,,,,,2321.0
24088,9771,128866,1802.0,,,,,,,4843.0
24089,9771,189987,1853.0,236947.0,,,,204189.0,,3504.0
24090,9771,469377,3048.0,,2039.0,,137387.0,300233.0,,
24091,9771,391126,1510.0,,,1576.0,,486491.0,,
24092,9773,142900,1630.0,,,,,466536.0,,
24093,9773,260504,,,3342.0,,,,920.0,5300.0
24094,9773,373233,,,,,,,,2946.0
24095,9774,103398,2890.0,199156.0,,1082.0,,,1945.0,4316.0
24096,9774,409179,1364.0,,,1090.0,294807.0,,1449.0,
24097,9774,112822,,,,,286871.0,,,5052.0
24098,9775,234512,2912.0,,2288.0,1111.0,,,,3344.0
24099,9775,451382,1933.0,450216.0,2018.0,1784.0,,,2172.0,2737.0
24100,9775,299374,,108037.0,,1845.0,266209.0,224565.0,1926.0,
24101,9775,393698,2712.0,,,,,,,
24102,9776,276694,,127953.0,3649.0,,,306513.0,,
24103,9777,215517,2201.0,122123.0,2850.0,,132973.0,213577.0,,
24104,9777,294477,,234521.0,,,140695.0,,2695.0,2950.0
24105,9778,399790,,456770.0,,,,,3474.0,
24106,9778,160989,1106.0,587262.0,2875.0,,315178.0,201110.0,,
24107,9778,382508,,,3794.0,,,412017.0,3262.0,
24108,9779,274275,,388432.0,1299.0,1553.0,,,,3044.0
24109,9779,374056,1492.0,270374.0,,,,,,2890.0
24110,9779,153005,,,,,,287702.0,,
24111,9779,393092,,,1704.0,,,267398.0,2403.0,
24112,9779,314933,2863.0,268973.0,3843.0,1824.0,420741.0,512325.0,,
24113,9780,150041,1038.0,,,,542630.0,,,2127.0
24114,9780,403544,2083.0,,,,,102946.0,,
24115,9780,456487,,288931.0,1525.0,,274241.0,,1866.0,5146.0
24116,9780,382989,3207.0,592422.0,,1628.0,571253.0,,2955.0,
24117,9781,481992,2499.0,,,,,,,4147.0
24118,9781,179286,,,,,391355.0,,2478.0,2762.0
24119,9781,427692,,,3659.0,,,,,2867.0
24120,9784,110613,,428984.0,2860.0,,,257011.0,1970.0,2895.0
24121,9784,359334,2488.0,,,751.0,118311.0,,1014.0,2205.0
24122,9784,407741,1993.0,,1241.0,1489.0,,422615.0,,
24123,9784,323280,,352417.0,,,,,,
24124,9784,172687,,,,,,,3020.0,
24125,9785,340418,,,2100.0,,,176738.0,,1691.0
24126,9785,189983,,,2252.0,,150800.0,,,
24127,9786,405228,,,,1687.0,372606.0,,,
24128,9786,212259,,,,,312163.0,,,
24129,9786,262649,2180.0,,,1816.0,,,2874.0,
24130,9786,187626,,,1503.0,835.0,,,3469.0,4165.0
24131,9786,160959,,397473.0,,,515962.0,331595.0,2251.0,
24132,9788,459759,,,1853.0,1016.0,,,,
24133,9788,337897,,,2378.0,,,,1548.0,
24134,9789,238152,,,,,149014.0,,,2653.0
24135,9789,341554,1153.0,,3995.0,,,,,
24136,9789,257065,3021.0,,1444.0,998.0,177931.0,341036.0,,1868.0
24137,9791,291227,,122836.0,,,186359.0,454937.0,,
24138,9792,224243,,,3271.0,899.0,,,2679.0,3770.0
24139,9792,104698,,442391.0,,,,498457.0,1634.0,
24140,9794,480514,921.0,,,,,,,
24141,9794,106726,,472727.0,1341.0,,379547.0,,,4519.0
24142,9794,147895,1448.0,356091.0,1046.0,,,,,2727.0
24143,9795,226680,,,3967.0,941.0,102419.0,402593.0,,
24144,9795,381334,3165.0,320502.0,,,,,2258.0,1376.0
24145,9795,151058,,,1690.0,,,393214.0,3312.0,
24146,9795,339851,,,,1293.0,,401789.0,2143.0,
24147,9795,111193,1581.0,,,,501573.0,246730.0,3369.0,
24148,9796,169955,,243064.0,,,,,933.0,
24149,9796,438333,,464578.0,2184.0,,590379.0,,,
24150,9796,327736,,,3980.0,915.0,,465131.0,,
24151,9796,170248,,102719.0,,1570.0,,,3422.0,
24152,9797,314512,1731.0,,,,92500.0,,2903.0,
24153,9797,386622,,,3229.0,1051.0,,,2341.0,
24154,9797,131495,,502446.0,2097.0,837.0,596748.0,325942.0,2259.0,4636.0
24155,9799,235931,1690.0,,3836.0,,106345.0,,3388.0,4741.0
24156,9799,370505,3222.0,,2144.0,,,230660.0,2995.0,
24157,9799,432932,,132265.0,,,,155645.0,,
24158,9799,190253,,,,,,,,
24159,9800,450477,,,,,,,,
24160,9800,219841,,,,1750.0,,,,
24161,9801,364613,2187.0,561117.0,1240.0,,,454931.0,,3500.0
24162,9801,455614,,,3625.0,,,344809.0,2135.0,2396.0
24163,9801,235689,,,,,579562.0,178914.0,1565.0,1777.0
24164,9801,498892,,,3566.0,1888.0,216802.0,102709.0,,
24165,9801,349927,,,3382.0,1924.0,,526181.0,1444.0,2118.0
24166,9804,442535,,217459.0,1190.0,1806.0,,397771.0,,
24167,9804,239274,2690.0,92270.0,,,468344.0,,3135.0,1209.0
24168,9805,251898,1614.0,488378.0,3908.0,,107947.0,,,
24169,9805,145708,1109.0,,2002.0,1196.0,,,,
24170,9805,314541,868.0,393478.0,,,,,,
24171,9805,245542,,134234.0,,1931.0,557765.0,363255.0,,
24172,9806,161407,,,1815.0,,,310039.0,2195.0,
24173,9806,195175,,573138.0,1458.0,890.0,,,,1745.0
24174,9806,416844,,498215.0,,,,,,
24175,9806,232472,,137824.0,2311.0,,,502763.0,,
24176,9807,159564,,422833.0,,1063.0,,,2130.0,
24177,9808,360226,,,2732.0,,591583.0,235220.0,3183.0,
24178,9808,132028,,,,792.0,131355.0,,2607.0,5479.0
24179,9808,246519,,407347.0,2172.0,,124823.0,,,
24180,9808,331344,,580030.0,920.0,,416566.0,524267.0,,4407.0
24181,9810,443173,,,1789.0,1296.0,528056.0,293545.0,,
24182,9810,321805,,,,,,521062.0,3396.0,2884.0
24183,9810,293238,,472338.0,2337.0,1449.0,,,,
24184,9810,315196,1668.0,,,,,,,
24185,9810,253061,,562983.0,,,194815.0,142206.0,,
24186,9811,277665,,,,,,346489.0,,
24187,9811,265127,3074.0,,1666.0,828.0,213755.0,,3049.0,2008.0
24188,9811,110342,,472191.0,,,571441.0,432466.0,2194.0,4412.0
24189,9811,472285,1412.0,,944.0,,,382473.0,,4168.0
24190,9811,383221,,327798.0,,,417087.0,,,3808.0
24191,9812,207448,1578.0,,,,,,1225.0,4711.0
