rehab_id,property_id,Underwriting_Rehab,Rehab_Calculation,Paint,Flooring_Flag,Foundation_Flag,Roof_Flag,HVAC_Flag,Kitchen_Flag,Bathroom_Flag,Appliances_Flag,Windows_Flag,Landscaping_Flag,Trashout_Flag
15984,7954,54214,2052,,Yes,Yes,No,Yes,No,No,No,Yes,No,
15985,7955,85431,91506,Yes,No,Yes,Yes,,,,No,,Yes,No
15986,7955,33353,96053,No,No,No,No,Yes,No,,,No,,No
15987,7956,70197,71601,,Yes,,No,No,Yes,No,No,,No,Yes
15988,7956,31389,41386,,No,Yes,Yes,No,No,No,,No,,
15989,7957,42757,91750,No,Yes,No,Yes,No,No,,Yes,No,Yes,
15990,7957,87684,17648,No,No,Yes,,,,No,Yes,No,Yes,No
15991,7958,66933,70689,,,,Yes,,Yes,,No,Yes,Yes,
15992,7959,63694,69443,Yes,,Yes,,Yes,Yes,Yes,Yes,,No,
15993,7960,50342,46769,Yes,,Yes,,,Yes,,,,No,
15994,7961,32785,88447,,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes
15995,7962,10813,41802,No,Yes,No,Yes,Yes,Yes,No,,Yes,Yes,Yes
15996,7962,82228,678,Yes,Yes,No,Yes,,,Yes,Yes,Yes,Yes,
15997,7962,11022,37446,Yes,Yes,Yes,,No,Yes,Yes,,No,Yes,No
15998,7963,15590,74936,Yes,,,No,,No,,No,No,,
15999,7963,82496,43839,Yes,Yes,,Yes,,No,Yes,,Yes,Yes,
16000,7964,58925,80537,No,Yes,No,No,No,No,,Yes,,Yes,No
16001,7964,96891,82380,Yes,,Yes,Yes,No,No,Yes,,,No,No
16002,7964,91462,83151,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes
16003,7965,55447,11018,No,No,,Yes,,No,Yes,Yes,No,Yes,No
16004,7966,94590,50540,Yes,Yes,,No,Yes,Yes,,Yes,No,,Yes
16005,7966,5990,69815,Yes,No,No,Yes,,Yes,Yes,Yes,,,Yes
16006,7966,69213,86191,Yes,Yes,Yes,Yes,No,Yes,No,No,,,Yes
16007,7967,29138,95253,Yes,Yes,No,Yes,No,,No,Yes,,No,Yes
16008,7968,53209,21384,,No,No,No,No,Yes,Yes,Yes,No,No,No
16009,7968,23730,97271,,Yes,,,,No,,Yes,No,No,
16010,7969,3664,932,Yes,No,Yes,,Yes,,Yes,,No,,Yes
16011,7969,88848,18883,Yes,,No,No,,,,No,Yes,Yes,No
16012,7969,55528,9033,,,No,No,No,,No,No,No,Yes,
16013,7970,59469,25500,,,No,,Yes,Yes,No,,,Yes,Yes
16014,7970,87232,19169,,Yes,No,Yes,,Yes,,Yes,,Yes,Yes
16015,7970,75910,67940,Yes,,,,No,No,Yes,No,No,,Yes
16016,7971,62468,28266,No,Yes,No,No,No,No,Yes,Yes,,No,
16017,7972,20118,53220,Yes,Yes,Yes,,,,,,,Yes,Yes
16018,7973,99457,88700,No,,,No,,,Yes,No,No,Yes,No
16019,7973,39007,71150,No,,Yes,Yes,No,Yes,,No,Yes,No,Yes
16020,7973,76212,61936,No,No,,Yes,No,No,Yes,No,Yes,Yes,Yes
16021,7974,46738,76875,Yes,Yes,,,Yes,Yes,No,No,Yes,,No
16022,7975,50044,15614,,Yes,Yes,No,No,No,No,,Yes,No,
16023,7976,94682,38032,,Yes,,Yes,Yes,Yes,No,Yes,,No,
16024,7976,77792,86875,No,,No,No,,,No,,Yes,No,No
16025,7977,71175,22237,No,Yes,Yes,,,No,No,,,Yes,No
16026,7978,98756,84933,,Yes,No,No,No,No,Yes,Yes,,Yes,No
16027,7978,50472,31424,Yes,No,Yes,,Yes,Yes,,,No,Yes,Yes
16028,7979,93990,13119,,Yes,,,No,Yes,No,Yes,No,No,No
16029,7979,31089,46204,Yes,Yes,,No,,,,Yes,No,Yes,
16030,7980,80796,72195,Yes,,,,Yes,,,No,Yes,Yes,No
16031,7980,71117,97413,No,No,,Yes,No,No,No,Yes,Yes,,No
16032,7981,46410,71282,,Yes,Yes,Yes,Yes,Yes,,No,No,No,
16033,7981,75270,25360,Yes,,Yes,No,,Yes,No,No,,,
16034,7981,26940,4767,Yes,,No,No,Yes,,,,,,
16035,7982,33417,10788,Yes,No,Yes,No,No,No,,,No,,No
16036,7982,89279,17461,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,
16037,7982,60246,98877,,,No,Yes,Yes,,,,No,,
16038,7983,68620,76516,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
16039,7983,16483,46677,No,,,,Yes,Yes,No,Yes,No,Yes,
16040,7983,16099,17670,Yes,,,,,Yes,No,No,,Yes,Yes
16041,7984,46985,27706,Yes,No,Yes,,Yes,,,,Yes,No,Yes
16042,7984,68346,98531,Yes,No,,No,Yes,,No,,No,,No
16043,7984,86843,59678,No,,Yes,Yes,No,No,Yes,Yes,No,,No
16044,7985,93489,2212,Yes,Yes,No,,,No,,,,,Yes
16045,7986,94950,31441,,,No,No,Yes,,No,No,,,Yes
16046,7986,83282,41861,No,No,,Yes,No,No,Yes,No,,,Yes
16047,7986,37891,72277,,Yes,,No,,Yes,No,,No,Yes,Yes
16048,7987,80103,68698,No,No,No,Yes,,No,,No,,No,Yes
16049,7987,89238,79926,,No,Yes,Yes,,Yes,,,No,Yes,
16050,7988,64428,4949,,No,Yes,Yes,,No,,,Yes,No,No
16051,7988,62294,93009,Yes,No,Yes,No,Yes,Yes,Yes,Yes,,,
16052,7988,43292,7395,No,,No,,,,,Yes,No,No,No
16053,7989,82386,34673,No,,No,,Yes,Yes,No,Yes,No,No,Yes
16054,7990,83370,10487,No,Yes,,,,,,Yes,,No,No
16055,7990,10221,11462,,,Yes,,,No,Yes,No,No,No,
16056,7991,85244,66750,Yes,No,No,No,,No,,Yes,No,,No
16057,7991,5738,67319,Yes,Yes,Yes,Yes,No,No,,Yes,No,Yes,Yes
16058,7991,26020,53448,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,
16059,7992,4633,74133,Yes,Yes,Yes,,No,No,Yes,No,No,No,No
16060,7993,72811,79929,Yes,No,Yes,No,Yes,No,,No,No,No,No
16061,7993,81744,26572,Yes,Yes,No,No,No,Yes,Yes,,Yes,,
16062,7993,75893,95403,No,,,Yes,,Yes,No,Yes,,Yes,No
16063,7994,52317,73781,No,,No,Yes,Yes,,No,,Yes,No,Yes
16064,7994,2163,85554,No,Yes,No,,Yes,,,No,,No,Yes
16065,7994,37075,51445,No,Yes,No,No,,,,Yes,No,,
16066,7995,44458,64756,,,,Yes,,Yes,,No,,,
16067,7995,82276,29414,Yes,,,No,No,,Yes,,Yes,No,Yes
16068,7996,57312,32103,,Yes,No,Yes,No,,No,,No,No,No
16069,7996,68646,18400,No,Yes,No,,No,Yes,No,No,Yes,,
16070,7996,55654,15857,No,No,Yes,,Yes,,,No,,,
16071,7997,74531,59029,No,,Yes,Yes,,No,Yes,Yes,,No,
16072,7997,97924,8528,,Yes,,,,,No,,Yes,Yes,
16073,7998,72047,14088,Yes,,Yes,,Yes,,Yes,No,No,,
16074,7998,54892,47407,Yes,Yes,,No,No,Yes,Yes,,No,,
16075,7998,34002,79416,Yes,,Yes,,No,No,No,No,Yes,Yes,
16076,7999,21359,89405,Yes,Yes,,,No,No,No,,No,No,Yes
16077,7999,33743,13260,No,No,,Yes,Yes,,No,No,,No,No
16078,7999,94109,32754,Yes,No,,,No,,Yes,No,,No,
16079,8000,86091,77832,No,No,No,No,Yes,No,Yes,No,No,Yes,No
16080,8001,83244,48914,No,Yes,Yes,,No,No,Yes,,Yes,Yes,No
16081,8001,43310,2680,No,,,No,,No,Yes,Yes,,,No
16082,8002,25483,51360,,Yes,,,No,Yes,,Yes,Yes,No,Yes
16083,8003,46506,99093,Yes,No,,Yes,,,No,,,No,
16084,8004,87346,19046,Yes,Yes,No,,,Yes,No,Yes,No,,Yes
16085,8004,59522,32360,Yes,No,,,,,,No,No,Yes,Yes
16086,8005,97204,42366,No,Yes,No,Yes,No,,Yes,No,No,Yes,No
16087,8005,52968,4528,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes
16088,8005,51359,23918,Yes,,No,Yes,No,Yes,,Yes,No,No,
16089,8006,67041,77620,Yes,,,Yes,Yes,Yes,Yes,Yes,,No,Yes
16090,8006,5889,24301,Yes,No,,Yes,Yes,Yes,Yes,No,Yes,,No
16091,8006,31129,44581,,No,,,,No,Yes,No,No,No,
16092,8007,92804,31,Yes,,No,No,No,Yes,Yes,Yes,No,No,No
16093,8007,35402,11686,No,,,No,Yes,Yes,,No,,Yes,
16094,8008,17297,66503,,No,Yes,,,,,Yes,,,
16095,8009,40593,46473,No,,No,Yes,No,Yes,No,Yes,Yes,No,No
16096,8009,30956,16448,Yes,,No,,No,No,,,Yes,No,No
16097,8009,17969,49069,Yes,No,,Yes,No,,No,,,No,No
16098,8010,71858,97563,Yes,No,Yes,Yes,Yes,No,No,,Yes,No,Yes
16099,8010,89620,59341,,Yes,Yes,No,,Yes,Yes,No,Yes,Yes,Yes
16100,8011,24488,41758,Yes,,Yes,No,,Yes,Yes,Yes,Yes,No,
16101,8011,14337,65856,No,No,,No,,,,No,,No,No
16102,8011,52017,5725,,Yes,No,Yes,No,,Yes,Yes,,Yes,No
16103,8012,57680,14363,Yes,Yes,,No,Yes,Yes,No,Yes,No,No,No
16104,8012,36756,8159,,No,,Yes,,No,Yes,No,Yes,Yes,
16105,8013,49203,7055,,No,No,No,No,Yes,No,Yes,No,,Yes
16106,8014,45173,70356,Yes,Yes,No,Yes,,,,Yes,No,Yes,No
16107,8015,64723,4765,No,Yes,Yes,,,,Yes,,,No,
16108,8016,92629,89773,,Yes,,Yes,,Yes,No,No,Yes,,No
16109,8017,40557,21901,Yes,,,No,,No,Yes,,,,No
16110,8017,7348,28050,No,,,No,Yes,,Yes,,Yes,No,Yes
16111,8018,39824,2804,No,Yes,Yes,,,Yes,,No,No,,No
16112,8019,6335,2910,Yes,,Yes,No,Yes,,,,Yes,,No
16113,8019,94407,79508,,No,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes
16114,8020,34273,96847,No,,,No,Yes,Yes,No,No,No,,
16115,8020,89578,73365,,Yes,Yes,,Yes,Yes,No,,No,Yes,No
16116,8021,71473,92055,Yes,,,Yes,Yes,Yes,No,No,No,No,Yes
16117,8021,97713,10176,,,Yes,,Yes,Yes,No,,,,
16118,8022,84794,34256,Yes,Yes,No,Yes,Yes,No,No,No,,Yes,Yes
16119,8022,57756,39872,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
16120,8022,14966,25497,No,No,No,No,No,Yes,Yes,,,No,
16121,8023,19245,81607,Yes,No,Yes,,,Yes,No,Yes,No,No,
16122,8023,69968,90478,,,Yes,No,No,Yes,No,,,Yes,
16123,8024,23769,10715,,Yes,Yes,No,,No,Yes,Yes,Yes,,
16124,8024,60838,43744,No,Yes,,,No,,,No,,,
16125,8024,70332,69737,No,,,,No,No,,No,Yes,Yes,Yes
16126,8025,11815,46835,,,,,No,No,Yes,Yes,,No,Yes
16127,8025,93535,3912,,,No,Yes,,No,No,,Yes,No,Yes
16128,8025,85836,56182,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes
16129,8026,19839,33393,,No,No,No,,No,No,No,No,,
16130,8026,79030,30546,No,No,,Yes,,Yes,Yes,,,No,No
16131,8027,43845,49345,Yes,,Yes,No,,,,,Yes,,
16132,8027,42152,14230,,Yes,No,Yes,,Yes,No,,Yes,,Yes
16133,8028,93119,75006,,No,Yes,,Yes,,No,,,,No
16134,8028,34756,79847,No,Yes,Yes,Yes,,No,Yes,No,,,Yes
16135,8029,55763,18146,Yes,,Yes,No,,,Yes,Yes,No,No,Yes
16136,8029,80700,51637,,No,No,,Yes,,Yes,,Yes,,No
16137,8030,38222,84668,,No,No,No,No,,Yes,,Yes,,
16138,8031,61742,99472,No,Yes,,No,,Yes,No,No,Yes,Yes,
16139,8032,31986,52612,Yes,Yes,,Yes,,,,,Yes,Yes,
16140,8032,82047,17263,,Yes,,Yes,,No,Yes,Yes,Yes,No,
16141,8033,67507,76578,No,,No,No,Yes,,Yes,No,Yes,,No
16142,8033,69081,91254,Yes,,Yes,,,No,No,Yes,,Yes,Yes
16143,8034,10592,34678,No,Yes,No,No,,No,Yes,Yes,Yes,No,Yes
16144,8034,47351,51556,,No,Yes,,,Yes,Yes,No,,Yes,No
16145,8035,63288,76494,,Yes,No,,,Yes,No,No,,No,No
16146,8036,76444,10431,Yes,No,,No,No,Yes,Yes,Yes,Yes,,Yes
16147,8036,2339,12189,,Yes,No,,No,No,,No,,Yes,Yes
16148,8036,65327,87046,Yes,,No,,,Yes,No,,,No,No
16149,8037,9480,86155,,No,No,Yes,No,Yes,,No,Yes,,No
16150,8037,5099,31528,No,,Yes,No,Yes,,No,Yes,,No,No
16151,8038,17635,9047,,,,,,Yes,,No,,Yes,No
16152,8038,41654,87247,No,No,Yes,No,Yes,No,No,Yes,No,No,No
16153,8039,93315,2396,No,Yes,,No,Yes,No,,No,,No,No
16154,8040,33824,1601,No,Yes,Yes,,Yes,Yes,,Yes,,No,Yes
16155,8041,25407,6751,Yes,Yes,,No,Yes,No,No,No,Yes,Yes,No
16156,8041,73793,26615,Yes,Yes,No,Yes,Yes,,No,,Yes,No,Yes
16157,8042,74979,3037,No,No,No,Yes,,No,No,No,No,,Yes
16158,8042,98714,67850,Yes,Yes,Yes,No,,No,,,Yes,,Yes
16159,8042,77712,80420,,Yes,No,Yes,Yes,Yes,No,,,No,
16160,8043,95512,33568,Yes,No,No,,,Yes,No,,Yes,Yes,
16161,8044,43272,89313,Yes,Yes,Yes,No,No,,Yes,,Yes,,Yes
16162,8044,96994,37217,Yes,,Yes,No,No,Yes,No,,Yes,Yes,Yes
16163,8044,56593,16115,Yes,,,,,No,No,No,No,Yes,Yes
16164,8045,54953,88768,Yes,,,Yes,,,,No,,Yes,No
16165,8046,1201,12977,,,Yes,,,,No,No,,Yes,No
16166,8046,72071,6938,Yes,No,No,No,,Yes,Yes,,,Yes,Yes
16167,8047,97559,72193,Yes,Yes,No,Yes,,Yes,Yes,No,Yes,No,Yes
16168,8047,67463,31758,No,,No,No,No,No,No,,Yes,No,
16169,8047,86236,48199,Yes,,,No,,No,Yes,Yes,No,,Yes
16170,8048,55319,51077,,,,No,,Yes,Yes,No,,No,Yes
16171,8048,63256,30332,,Yes,,No,Yes,No,No,,Yes,Yes,Yes
16172,8049,75231,9214,No,No,,Yes,No,No,,,,,
16173,8049,34322,29992,No,No,Yes,No,Yes,Yes,,,,Yes,
16174,8050,61567,41145,Yes,Yes,Yes,No,Yes,No,,No,Yes,Yes,Yes
16175,8051,24084,58805,,Yes,No,No,No,,No,Yes,No,,No
16176,8051,27269,70424,No,,,No,No,No,,,Yes,,
16177,8052,28302,95716,No,,,No,No,,Yes,Yes,Yes,No,
16178,8053,22822,41856,No,No,No,Yes,No,No,Yes,,,Yes,No
16179,8054,49878,58834,,No,No,No,Yes,,Yes,,,Yes,
16180,8054,54150,12086,No,Yes,,Yes,,No,,Yes,No,Yes,No
16181,8055,94092,58288,No,Yes,,Yes,No,,,Yes,Yes,No,No
16182,8055,45903,82438,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,
16183,8055,92061,42735,No,,,No,,,,No,No,Yes,No
16184,8056,28185,66608,Yes,Yes,Yes,No,No,,,No,No,No,Yes
16185,8057,47285,1914,Yes,Yes,No,No,No,Yes,No,,Yes,,
16186,8058,44348,86273,Yes,Yes,Yes,,Yes,No,No,No,No,Yes,
16187,8058,21214,38055,No,Yes,,Yes,,Yes,Yes,,Yes,Yes,No
16188,8058,77013,78443,No,,Yes,No,,Yes,Yes,No,No,No,
16189,8059,1686,59559,No,Yes,No,,Yes,Yes,No,,,,No
16190,8059,28053,94098,Yes,No,,Yes,,,Yes,No,Yes,No,No
16191,8060,13318,30207,Yes,No,,No,,,Yes,,,,No
16192,8060,37999,83555,,No,,No,Yes,No,,No,Yes,No,Yes
16193,8061,88030,5064,,,,No,,No,,No,No,No,No
16194,8062,52123,80248,,,Yes,Yes,,,Yes,Yes,,,No
16195,8063,4514,63612,,Yes,Yes,Yes,Yes,,No,No,,No,
16196,8063,62284,62258,No,No,No,,Yes,Yes,,No,,No,
16197,8064,41902,88539,Yes,No,,No,,No,Yes,Yes,No,Yes,Yes
16198,8064,71072,66180,No,No,,Yes,,No,No,,No,,No
16199,8064,68630,41844,No,,No,Yes,,,,,No,Yes,Yes
16200,8065,14948,29487,Yes,,No,Yes,Yes,Yes,,,No,No,No
16201,8066,82177,57573,No,Yes,,,No,,Yes,No,No,Yes,No
16202,8066,24828,2071,No,,No,No,,No,No,,No,Yes,No
16203,8066,74982,28827,Yes,No,Yes,,,,,,Yes,No,No
16204,8067,77954,85781,Yes,No,,,No,,,Yes,Yes,Yes,
16205,8067,11686,19172,Yes,,Yes,Yes,Yes,No,Yes,,,No,
16206,8068,21842,8928,No,Yes,No,,,,,Yes,,No,Yes
16207,8068,80590,92150,,Yes,No,Yes,,Yes,,Yes,,,No
16208,8068,71135,49243,Yes,No,,No,,Yes,,,,No,No
16209,8069,40538,25439,No,No,,Yes,No,No,Yes,,Yes,No,No
16210,8070,34401,73249,No,,Yes,No,No,Yes,No,No,Yes,Yes,Yes
16211,8070,5933,83415,No,Yes,,No,,,No,,Yes,No,
16212,8070,22507,24802,,Yes,Yes,Yes,No,,,Yes,,No,Yes
16213,8071,3388,96228,,No,No,Yes,,,No,Yes,Yes,Yes,
16214,8071,58495,56744,No,Yes,Yes,No,,No,No,,No,Yes,Yes
16215,8072,44391,97873,Yes,No,No,Yes,Yes,,Yes,,,No,
16216,8072,37620,85930,Yes,,Yes,No,Yes,,Yes,,,,Yes
16217,8072,63333,65771,Yes,No,Yes,Yes,No,No,Yes,Yes,,No,No
16218,8073,69486,61824,,Yes,,Yes,Yes,No,No,No,Yes,No,No
16219,8073,3170,60632,,,No,No,,No,Yes,,Yes,No,
16220,8073,17053,59827,No,No,No,,,Yes,,Yes,,Yes,No
16221,8074,69149,52988,Yes,Yes,,No,No,,No,,No,No,
16222,8075,47279,18764,,,,No,No,Yes,No,,No,Yes,Yes
16223,8075,4385,68429,Yes,Yes,No,Yes,No,No,Yes,,Yes,No,
16224,8076,54162,46503,No,,No,Yes,,,Yes,,,Yes,
16225,8077,39326,52081,,Yes,,,,Yes,No,No,Yes,No,No
16226,8077,34976,80666,Yes,Yes,No,,No,,No,Yes,No,Yes,
16227,8078,57567,74473,No,,,No,Yes,Yes,,,No,Yes,Yes
16228,8078,95775,88758,Yes,Yes,Yes,,No,,,,Yes,No,
16229,8078,73701,28414,,No,Yes,Yes,Yes,Yes,No,No,No,,
16230,8079,40941,69938,Yes,Yes,No,,No,,,Yes,No,No,
16231,8079,92847,73085,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No
16232,8080,36479,66283,Yes,No,,No,No,Yes,No,Yes,,,No
16233,8081,40425,170,No,Yes,No,No,,No,Yes,Yes,Yes,Yes,Yes
16234,8082,4376,96079,No,,Yes,,No,,,,Yes,No,Yes
16235,8083,62964,93951,,Yes,Yes,,,Yes,,No,Yes,No,No
16236,8083,55062,67944,Yes,Yes,No,Yes,,,No,No,No,No,
16237,8084,93305,14989,No,No,No,,Yes,Yes,No,No,,No,
16238,8085,23389,15860,No,,Yes,No,No,Yes,Yes,No,No,No,Yes
16239,8085,26283,45901,No,No,Yes,No,Yes,Yes,Yes,,Yes,No,
16240,8086,36483,76571,Yes,,,,No,,,Yes,Yes,Yes,No
16241,8087,14073,39920,No,No,,Yes,,,No,No,,No,No
16242,8087,39632,70165,Yes,Yes,,Yes,,No,Yes,Yes,,,
16243,8087,56866,93906,Yes,,No,No,,No,No,Yes,Yes,No,No
16244,8088,63919,45356,Yes,,Yes,No,,No,No,,No,Yes,
16245,8088,60009,260,,No,,No,Yes,No,,No,No,,No
16246,8089,54941,83472,Yes,Yes,No,No,No,No,Yes,,,Yes,
16247,8089,12332,78080,No,,Yes,Yes,No,No,,,Yes,Yes,No
16248,8089,89182,4297,No,No,Yes,No,Yes,No,,,Yes,,Yes
16249,8090,55151,31190,Yes,Yes,,,Yes,Yes,,,Yes,Yes,Yes
16250,8090,67035,49369,,Yes,,Yes,No,Yes,No,,No,No,
16251,8090,23071,45966,,,No,No,,Yes,No,Yes,Yes,Yes,No
16252,8091,52174,69938,No,Yes,,,,Yes,,,,No,
16253,8092,53876,79802,No,,No,No,Yes,Yes,,Yes,Yes,Yes,Yes
16254,8092,6318,74101,,Yes,No,,Yes,,Yes,,Yes,,No
16255,8092,47576,94729,No,No,,Yes,,,No,No,,,No
16256,8093,18585,39784,Yes,,No,Yes,Yes,No,,No,Yes,No,No
16257,8094,19745,93366,Yes,,No,No,No,Yes,,No,No,No,
16258,8094,85337,29685,Yes,,,No,,,Yes,Yes,,Yes,No
16259,8094,14425,60877,No,Yes,Yes,No,,No,,,No,Yes,
16260,8095,89999,44258,No,No,No,Yes,Yes,No,No,,Yes,Yes,
16261,8095,24654,52642,Yes,Yes,Yes,Yes,No,Yes,Yes,,No,,
16262,8096,92012,49641,,No,,No,Yes,No,,No,No,,
16263,8097,61584,31399,Yes,,No,Yes,Yes,No,Yes,No,No,Yes,Yes
16264,8098,14796,54781,,Yes,No,No,No,No,Yes,,,,No
16265,8098,14776,37541,Yes,,No,Yes,No,No,No,Yes,No,Yes,Yes
16266,8099,99449,44533,,Yes,,Yes,Yes,No,Yes,No,No,,Yes
16267,8099,22426,99170,No,Yes,,Yes,,,,No,,No,Yes
16268,8100,10718,65405,,Yes,Yes,,No,No,Yes,,,No,
16269,8101,84696,12079,Yes,Yes,Yes,,Yes,No,No,Yes,,,
16270,8101,66407,98744,No,,No,Yes,,No,,Yes,,,Yes
16271,8102,58969,39653,,No,,Yes,,Yes,,No,No,Yes,Yes
16272,8103,4136,72915,Yes,Yes,,Yes,,Yes,Yes,Yes,,,Yes
16273,8103,54267,15427,No,,No,No,,,,No,No,,
16274,8104,97122,29251,Yes,,No,Yes,No,No,Yes,,Yes,Yes,No
16275,8104,19026,99593,,,No,,,No,,No,Yes,,
16276,8104,52140,63389,Yes,Yes,Yes,No,No,No,,,No,Yes,
16277,8105,79633,34798,Yes,Yes,No,No,,No,,,,,Yes
16278,8106,60717,13888,Yes,Yes,Yes,,Yes,No,Yes,No,,,
16279,8106,80101,78714,No,,Yes,,,Yes,Yes,Yes,Yes,Yes,No
16280,8107,49254,85483,,No,,No,No,Yes,Yes,No,Yes,No,Yes
16281,8108,81501,22892,,Yes,No,,No,No,No,No,,,
16282,8108,77025,93204,No,,,Yes,Yes,Yes,,,No,,No
16283,8108,43138,86242,No,No,,,Yes,,,No,Yes,,No
16284,8109,96485,75776,No,No,Yes,Yes,,No,,No,Yes,,Yes
16285,8109,26549,20964,,No,Yes,Yes,,No,No,Yes,Yes,,Yes
16286,8110,91858,9283,No,No,,No,No,No,No,Yes,No,,No
16287,8110,7491,20134,No,No,,,,,Yes,Yes,Yes,,Yes
16288,8111,75823,48855,,No,Yes,Yes,,Yes,,No,,,Yes
16289,8111,94189,43962,Yes,No,,,,,No,No,Yes,,No
16290,8112,81466,26869,No,,,No,Yes,,No,,,Yes,No
16291,8112,79877,97440,No,,,,,No,Yes,No,Yes,Yes,
16292,8113,32246,9177,,,Yes,Yes,Yes,,,No,No,,No
16293,8114,87322,40488,Yes,Yes,No,,No,No,Yes,No,,No,No
16294,8115,26366,4723,,No,Yes,,,,No,Yes,,Yes,
16295,8116,24481,89666,,,,,No,No,,Yes,,No,
16296,8116,97734,67232,,,No,,No,,No,No,,,Yes
16297,8116,87596,51814,Yes,,No,,Yes,Yes,Yes,,,No,
16298,8117,16870,63609,Yes,No,,Yes,Yes,Yes,Yes,Yes,No,Yes,
16299,8117,3997,48002,Yes,No,,Yes,No,,No,No,Yes,No,Yes
16300,8118,90298,65790,,No,,No,Yes,,,Yes,,,Yes
16301,8118,78891,25523,No,Yes,Yes,No,,No,No,No,,No,Yes
16302,8119,71243,15223,No,No,No,No,,,Yes,No,No,,
16303,8120,91815,68155,Yes,No,Yes,Yes,Yes,,Yes,No,,No,Yes
16304,8121,98373,42179,No,,,,No,Yes,Yes,,No,No,Yes
16305,8121,51339,49286,No,No,Yes,Yes,No,Yes,Yes,Yes,,Yes,No
16306,8122,99570,6886,,,,No,No,,,Yes,Yes,No,Yes
16307,8122,7941,58060,Yes,,No,No,Yes,No,,No,No,,Yes
16308,8122,32166,28986,No,No,No,,No,Yes,,Yes,Yes,Yes,Yes
16309,8123,62425,10631,Yes,No,No,,Yes,Yes,No,Yes,Yes,,No
16310,8123,68867,47895,,Yes,No,Yes,Yes,,No,Yes,Yes,,No
16311,8123,86076,27262,Yes,Yes,No,No,No,Yes,,No,,No,Yes
16312,8124,42437,22189,No,,,Yes,No,Yes,Yes,Yes,Yes,Yes,
16313,8124,57002,8356,,,Yes,,Yes,Yes,No,No,,Yes,No
16314,8124,52801,70187,Yes,Yes,Yes,,,,No,,,,
16315,8125,5889,36408,Yes,,,Yes,Yes,Yes,No,No,,No,Yes
16316,8125,81346,6678,,No,No,,No,Yes,,Yes,,No,Yes
16317,8126,3556,61980,,,No,Yes,,,No,Yes,Yes,Yes,No
16318,8127,99270,15001,,No,Yes,,,,,,Yes,,Yes
16319,8128,27939,68705,Yes,No,,,No,No,Yes,No,,Yes,No
16320,8129,61847,61212,,,No,No,No,Yes,No,No,,Yes,No
16321,8130,39103,56792,Yes,,Yes,Yes,Yes,,Yes,Yes,No,No,No
16322,8130,75929,13239,,,Yes,Yes,No,Yes,Yes,,,Yes,No
16323,8130,12008,90707,No,,Yes,No,No,,Yes,No,No,,Yes
16324,8131,67418,90398,,Yes,No,,Yes,No,No,,No,Yes,
16325,8131,14288,69742,Yes,Yes,Yes,No,Yes,,No,,No,Yes,Yes
16326,8131,59567,55123,Yes,Yes,,Yes,Yes,No,No,No,,No,
16327,8132,39067,99668,No,No,,,Yes,No,No,No,,,Yes
16328,8132,50278,87043,,Yes,Yes,Yes,Yes,Yes,,No,,Yes,Yes
16329,8132,88545,48717,No,Yes,Yes,No,Yes,No,,No,No,No,Yes
16330,8133,70936,66486,No,,Yes,,No,No,,No,,,Yes
16331,8134,67430,24425,Yes,,,Yes,No,No,,No,No,,Yes
16332,8134,79149,90228,,No,Yes,No,Yes,Yes,No,No,Yes,,No
16333,8134,92523,12461,Yes,No,No,Yes,Yes,,,Yes,,No,No
16334,8135,378,27324,Yes,No,No,,No,No,No,,No,,
16335,8136,43290,58959,Yes,No,Yes,Yes,Yes,Yes,No,,No,Yes,Yes
16336,8137,68526,78461,No,Yes,Yes,No,No,No,,Yes,,Yes,Yes
16337,8137,37493,91675,Yes,Yes,No,No,No,Yes,,No,,,
16338,8137,55961,71408,Yes,No,Yes,Yes,Yes,,,,No,No,No
16339,8138,11450,66874,,,,,No,No,,,,,No
16340,8138,81077,80019,No,No,,,No,Yes,No,Yes,,No,
16341,8138,18120,3670,,,,,Yes,Yes,Yes,,,No,
16342,8139,7042,32239,No,Yes,Yes,,Yes,,Yes,Yes,,,No
16343,8140,17315,94903,Yes,Yes,,Yes,,Yes,,,No,No,
16344,8140,54472,23067,No,No,Yes,,Yes,No,,No,No,Yes,No
16345,8141,67388,42010,No,Yes,,,Yes,No,No,Yes,Yes,Yes,No
16346,8141,93536,29624,No,No,Yes,No,No,,,Yes,No,No,
16347,8141,83743,29006,No,,No,Yes,Yes,,No,No,Yes,,Yes
16348,8142,50706,63891,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,No,No
16349,8143,66458,45439,Yes,,Yes,Yes,No,Yes,Yes,Yes,No,Yes,
