Property_Title,Address,Reviewed_Status,Most_Recent_Status,Source,Market,Occupancy,Flood,Street_Address,City,State,Zip,Property_Type,Highway,Train,Tax_Rate,SQFT_Basement,HTW,Pool,Commercial,Water,Sewage,Year_Built,SQFT_MU,SQFT_Total,Parking,Bed,Bath,BasementYesNo,Layout,Net_Yield,IRR,Rent_Restricted,Neighborhood_Rating,Previous_Rent,List_Price,Zestimate,ARV,Expected_Rent,Rent_Zestimate,Low_FMR,High_FMR,HOA,Underwriting_Rehab,Rehab_Calculation,Paint,Flooring_Flag,Foundation_Flag,Roof_Flag,HVAC_Flag,Kitchen_Flag,Bathroom_Flag,Appliances_Flag,Windows_Flag,Landscaping_Flag,Trashout_Flag,Latitude,Longitude,Subdivision,Taxes,Redfin_Value,Selling_Reason,Seller_Retained_Broker,HOA_Flag,Final_Reviewer,School_Average
"82045 Roberta Stravenue Suite 906 Port Roberto, CO 45338","82045 Roberta Stravenue Suite 906 Port Roberto, CO 45338",Reviewed,Kick,M L S,Dalas,,,82045 Roberta Stravenue Suite 906,Port Roberto,CO,45338,Condo,Far,Far,2.79,211,,,Yes,City,,2006,1710,2297,Driveway,1,4,Yes,Ranch,6.29,18.69,Yes,4,3048,420168,504774,201943,1186,3088,1110,3440,465,84935,7041,Yes,,No,,,No,,Yes,,,,38.363882,-98.818763,Square,6799,582780,Investor Sale,Yes,No,David Thompson,9.83
"51785 Amanda Skyway Port Cassandrastad, PW 54603","51785 Amanda Skyway Port Cassandrastad, PW 54603",New,Cancelled,MLS,Chicgo,,Minimal Flood,51785 Amanda Skyway,Port Cassandrastad,PW,54603,Duplex,Near,Far,1.12,787,Yes,No,Yes,,City,1996,731,7244,Garage,2,3,Yes,Ranch,7.48,7.08,,1,1402,239965,186505,555385,1546,1306,808,3092,394,11584,89253,No,Yes,,Yes,No,No,No,,,,Yes,40.067056,-112.95166,Valleys,9503,213123,Investor Sale,No,,Jessica Lin,7.53
"97331 Daniels Centers Port Alyssafurt, IL 02917","97331 Daniels Centers Port Alyssafurt, IL 02917",Accepted Offer,Pending,Broker,Atlanta,No,Minimal Flood,97331 Daniels Centers,Port Alyssafurt,IL,02917,Condo,Far,Far,2.05,926,,No,,City,,1962,2498,3247,Garage,1,4,No,Colonial,11.05,12.39,Yes,5,3365,146196,503119,177757,3114,1200,862,2018,399,36091,19959,Yes,No,,No,,,No,No,No,Yes,Yes,37.073389,-100.965709,Tunnel,2769,431299,Investor Sale,No,No,Jason Miller,6.94
"53601 Brianna Views Rodgersmouth, KS 65254","53601 Brianna Views Rodgersmouth, KS 65254",New,Null,Internal,Chicago,No,,53601 Brianna Views,Rodgersmouth,KS,65254,Single Family Home,Far,Far,2.81,1770,,Yes,,,City,2002,2666,1796,Garage,6,2,Yes,Split,10.06,13.89,Yes,1,2738,160185,228002,163622,2838,2694,1937,1917,253,57207,57618,Yes,,Yes,No,Yes,Yes,No,Yes,No,No,No,41.567623,-93.211069,Way,6033,158097,,,,Emily Patel,8.1
"69248 Jesus Canyon Apt. 734 Lopezchester, MO 51272","69248 Jesus Canyon Apt. 734 Lopezchester, MO 51272",Accepted Offer,Pend,Broker, ,Yes,Minimal Flood,69248 Jesus Canyon Apt. 734,Lopezchester,MO,51272,SFR,,,2.31,1994,Yes,,,City,City,1960,3326,1667,Garage,6,3,,Split,7.26,15.56,,3,1489,365594,545054,196749,3238,3454,1546,1654,115,3119,2738,,,Yes,No,No,No,No,No,,Yes,,41.867865,-103.035965,Summit,1670,218123,,,No,Priya Sharma,5.57
"017 Karl Lakes East Cathybury, ID 01327","017 Karl Lakes East Cathybury, ID 01327",Closed,Pending,Opendoor,Atlanta,,Flood Zone,017 Karl Lakes,East Cathybury,ID,01327,Townhouse,Far,,3.13,1606,Yes,Yes,No,,,1998,2074,2532,,6,2,,,9.79,11.25,,1,3223,359172,393784,119183,3082,2732,1237,2820,299,10894,40473,No,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,41.346598,-104.257159,Islands,8965,360707,Investor Sale,,No,David Thompson,7.33
"16534 Chase Isle West Cynthia, KS 63972","16534 Chase Isle West Cynthia, KS 63972",Accepted Offer,Pending,MLS,Chicgo,No,,16534 Chase Isle,West Cynthia,KS,63972,Condo,,Near,3.45,540,,Yes,No,,City,2013,582,4188,Driveway,4,2,Yes,Colonial,7.49,10.09,No,1,3155,350073,439028,364390,973,3875,1517,1726,207,44789,53659,,Yes,,No,No,,Yes,Yes,No,,Yes,36.196458,-89.938056,Meadows,3527,301927,Downsizing,Yes,,Jason Miller,5.81
"067 Waller Cliff Fostermouth, MN 48992","067 Waller Cliff Fostermouth, MN 48992", ,Close,MLS,Chicago,Yes,Minimal Flood,067 Waller Cliff,Fostermouth,MN,48992,Townhouse,Far,Near,1.26,1174,Yes,No,,,Septic,2012,898,1937,,1,3,Yes,,4.65,10.37,Yes,4,2181,465365,250216,272431,1342,1910,1564,3417,174,39135,86831,No,,No,Yes,Yes,,No,,Yes,,No,36.112177,-81.882946,Groves,8877,183781,Job Transfer,No,,Jason Miller,6.41
"6514 Grant Mission South Christopher, KY 17176","6514 Grant Mission South Christopher, KY 17176",Cancelled,Null,M L S,Chicgo,,Flood Zone,6514 Grant Mission,South Christopher,KY,17176,Condo,Near,Near,2.05,66,Yes,,,Well,Septic,1951,3239,9891,Street,5,2,No,Ranch,9.24,17.8,,3,3313,94345,532436,367318,2043,2733,889,3069,326,82604,80257,Yes,,Yes,No,,,No,No,,Yes,Yes,41.255036,-99.510139,Extension,3756,580442,,Yes,No,Emily Patel,6.87
"850 Davis Rest North Craig, AZ 41027","850 Davis Rest North Craig, AZ 41027",New,Kick,MLS,Dalas,Yes,,850 Davis Rest,North Craig,AZ,41027,Single Family Home,Near,Near,1.77,636,,,,Well,City,1959,2117,4932,Garage,2,3,Yes,,11.74,8.49,,2,1836,155612,109525,511960,1048,2376,969,1317,290,9284,66384,Yes,No,Yes,Yes,,No,No,No,,,,40.794515,-101.797256,Island,9688,435016,Downsizing,Yes,Yes,Priya Sharma,7.69
"12307 James Gardens North Jonathanville, KY 51253","12307 James Gardens North Jonathanville, KY 51253",Accepted Offer,Always Kick,MLS,Tampa,Yes,Flood Zone,12307 James Gardens,North Jonathanville,KY,51253,Townhouse,,Far,2.41,1935,,,No,City,Septic,1955,3353,3186,Garage,6,4,Yes,Split,6.92,19.55,No,5,2148,448777,195997,599807,3375,1371,1385,3033,418,29893,16973,,No,No,Yes,No,,,Yes,Yes,Yes,,39.491572,-97.178111,Pike,4048,208762,Downsizing,Yes,No,Amit Kumar,5.25
"771 Robert Lodge Apt. 030 Adamsfort, NM 66542","771 Robert Lodge Apt. 030 Adamsfort, NM 66542",Cancelled,Close,Internal,Dalas,No,Flood Zone,771 Robert Lodge Apt. 030,Adamsfort,NM,66542,SFR,Far,,2.33,1867,Yes,Yes,Yes,City,,1963,2295,1362,,5,4,,Ranch,11.96,16.85,No,5,1373,185104,538380,403794,2581,1529,1557,2408,69,55599,46186,Yes,,Yes,Yes,No,,Yes,,Yes,Yes,Yes,35.260825,-85.881338,Lodge,7322,233529,Downsizing,No,No,Emily Patel,6.09
"718 Carolyn Lake Jenniferport, FL 22856","718 Carolyn Lake Jenniferport, FL 22856",Cancelled,Pending,Broker,Dallas,Yes,Flood Zone,718 Carolyn Lake,Jenniferport,FL,22856,Duplex,,,1.6,218,Yes,,,Well,City,2020,3337,3783,Garage,3,4,Yes,,5.15,12.1,Yes,3,1409,439201,323583,149141,1834,3924,1879,2696,318,45279,84710,Yes,,Yes,Yes,No,Yes,No,,No,No,Yes,38.469396,-78.554342,Plains,6347,137260,,Yes,Yes,Jessica Lin,4.38
"44714 David Fort Apt. 067 Maddoxshire, FM 35646","44714 David Fort Apt. 067 Maddoxshire, FM 35646",Reviewed,Kick,Broker,Chicago,,,44714 David Fort Apt. 067,Maddoxshire,FM,35646,Single Family Home,,,2.43,1623,No,Yes,,Well,City,1951,1497,7430,Street,5,1,Yes,Split,8.55,5.89,Yes,2,2167,382402,424620,582504,1053,2928,709,1629,82,36452,82047,No,,,No,,,No,No,No,No,Yes,37.034577,-105.550964,Tunnel,7305,380804,Investor Sale,Yes,,Michael Chen,3.59
"60698 Reed Street East Elizabeth, IA 43858","60698 Reed Street East Elizabeth, IA 43858",Cancelled,Kick,Auction.com,Chicgo,Yes,Minimal Flood,60698 Reed Street,East Elizabeth,IA,43858,Townhouse,,Near,2.86,1535,,No,,Well,Septic,1980,597,6283,Driveway,5,3,,,6.54,12.57,Yes,5,1513,164434,214330,182783,2675,3865,1299,2846,344,91664,21496,No,Yes,Yes,,,,,No,Yes,Yes,,36.314367,-87.372848,Crescent,5411,278963,Downsizing,No,No,Samantha Pierce,4.81
"0474 Ashley Underpass Apt. 476 West Benjaminton, HI 27358","0474 Ashley Underpass Apt. 476 West Benjaminton, HI 27358",Offered,Pend,Auction.com,Florida,No,Flood Zone,0474 Ashley Underpass Apt. 476,West Benjaminton,HI,27358,Townhouse,Near,Near,3.08,975,,No,Yes,Well,City,1960,2965,8192,Garage,1,1,Yes,,3.47,12.9,No,1,2459,227938,475146,138729,2569,984,989,3343,486,43871,93598,No,Yes,,No,Yes,Yes,Yes,,Yes,,Yes,37.44035,-112.589873,Cliff,5704,433238,Downsizing,,,Priya Sharma,4.81
"8543 Anthony Mountain Suite 370 Veronicamouth, KY 49512","8543 Anthony Mountain Suite 370 Veronicamouth, KY 49512",New,Kick,Auction.com,Tampa,Yes,,8543 Anthony Mountain Suite 370,Veronicamouth,KY,49512,SFR,Far,Near,3.04,1021,,,Yes,Well,,2018,3262,2019,Driveway,5,3,No,Split,5.44,11.83,,4,3289,109890,538926,581316,3000,3091,1123,3377,92,40864,41872,,Yes,Yes,Yes,No,No,Yes,,,,,41.517843,-113.251263,Course,3308,92378,,No,Yes,Priya Sharma,3.82
"055 Matthew Green Suite 419 West Kristineview, LA 76263","055 Matthew Green Suite 419 West Kristineview, LA 76263",Closed,Cancelled,Opendoor,Dallas,,Flood Zone,055 Matthew Green Suite 419,West Kristineview,LA,76263,Single Family Home,Near,,3.46,964,,Yes,No,,Septic,2010,2808,1176,Driveway,4,1,No,Split,8.85,12.2,Yes,5,3263,465093,499134,181556,2286,3639,990,3205,27,84379,89027,No,Yes,Yes,No,Yes,No,,No,Yes,No,,40.378909,-103.408057,Ranch,2502,451318,Investor Sale,Yes,Yes,Amit Kumar,5.59
"51398 Jennifer Manors Suite 770 Bryantfort, KY 47154","51398 Jennifer Manors Suite 770 Bryantfort, KY 47154",Cancelled,Always Kick,MLS,Atlanta,No,Flood Zone,51398 Jennifer Manors Suite 770,Bryantfort,KY,47154,Townhouse,,Far,2.96,1392,,No,No,,City,1976,2510,9899,Driveway,1,4,No,,9.49,11.72,Yes,1,2371,311448,458822,98183,2454,1384,1901,2252,375,18032,62484,,,Yes,Yes,,No,Yes,,No,No,Yes,33.631883,-116.484052,Village,3431,252322,Job Transfer,,Yes,Priya Sharma,5.98
"667 Stone Coves Suite 260 East Nicholas, NJ 20417","667 Stone Coves Suite 260 East Nicholas, NJ 20417",Accepted Offer,Kick,Auction.com, ,No,Flood Zone,667 Stone Coves Suite 260,East Nicholas,NJ,20417,Townhouse,Near,Far,1.34,1901,Yes,,No,,City,1990,1132,1513,Street,5,4,Yes,Ranch,9.1,14.36,No,2,1615,314161,473419,227330,2013,932,1432,3331,211,55928,21149,No,,,Yes,Yes,No,,,Yes,,,36.879529,-79.690012,Turnpike,4972,366389,Downsizing,Yes,,David Thompson,3.43
"947 Irwin Turnpike Apt. 914 Michellehaven, KY 62523","947 Irwin Turnpike Apt. 914 Michellehaven, KY 62523",Closed,Kick,M L S,Chicgo,Yes,Minimal Flood,947 Irwin Turnpike Apt. 914,Michellehaven,KY,62523,Duplex,Near,Near,2.36,1948,No,Yes,,Well,Septic,2004,2068,5463,,1,1,,Split,5.59,19.06,Yes,3,1805,317613,334535,388322,2689,1716,1698,3100,176,34159,22886,No,Yes,No,No,No,,Yes,Yes,No,Yes,,35.126293,-115.103089,Alley,9323,435542,Downsizing,No,Yes,Luis Garcia,4.27
"518 Melissa Road Port Jason, NH 72931","518 Melissa Road Port Jason, NH 72931",Cancelled,Kick,MLS,Atlanta,Yes,Minimal Flood,518 Melissa Road,Port Jason,NH,72931,Duplex,,Near,1.88,330,,No,No,City,Septic,2009,2550,8867,Street,6,2,Yes,Colonial,7.79,15.93,,3,3144,227157,104015,304569,1178,1211,1260,2512,497,46737,36421,No,,No,Yes,Yes,,No,Yes,,,No,39.893352,-95.182153,Square,8336,435645,Downsizing,Yes,Yes,Samantha Pierce,7.62
"707 Brewer Lakes Collinsland, WI 37520","707 Brewer Lakes Collinsland, WI 37520",Closed,Pending,Internal, ,Yes,Minimal Flood,707 Brewer Lakes,Collinsland,WI,37520,Single Family Home,,,3.09,161,Yes,,No,City,,2021,2932,3057,Driveway,3,2,,,5.41,7.79,No,2,3166,248716,95412,123962,3373,2468,1589,2705,306,11504,24672,Yes,No,No,No,,Yes,Yes,No,Yes,Yes,,36.313281,-116.484994,Isle,5998,431118,Job Transfer,Yes,No,Jason Miller,8.11
"3273 Lisa Orchard Johnburgh, OR 72542","3273 Lisa Orchard Johnburgh, OR 72542", ,Cancelled,MLS,Atlanta,No,,3273 Lisa Orchard,Johnburgh,OR,72542,Townhouse,Far,Far,2.66,1632,Yes,No,,,City,2010,564,4947,Garage,4,4,No,Ranch,3.48,13.15,Yes,5,1876,296016,146656,198845,2833,2580,821,2415,280,35685,10544,,Yes,,No,Yes,Yes,No,Yes,Yes,,No,34.029464,-97.231322,Harbor,3852,460719,Investor Sale,Yes,Yes,Luis Garcia,5.95
"091 Thompson Falls New Robert, MI 04568","091 Thompson Falls New Robert, MI 04568", ,Pend,Broker,Chicago,No,Flood Zone,091 Thompson Falls,New Robert,MI,04568,SFR,,,3.24,518,,No,,City,Septic,2022,1694,4883,Street,6,2,,,11.03,19.0,Yes,2,1930,186318,451076,263069,1842,2508,1117,2134,329,70000,33330,Yes,No,No,,Yes,No,Yes,Yes,,,No,41.12133,-79.628593,Ports,7808,308161,Investor Sale,,,Luis Garcia,7.06
"026 Lewis Land Williamsmouth, WI 23041","026 Lewis Land Williamsmouth, WI 23041",New,Null,M L S,Chicgo,No,Minimal Flood,026 Lewis Land,Williamsmouth,WI,23041,Single Family Home,Far,Far,2.68,1737,Yes,No,Yes,City,City,1981,3335,9329,Garage,6,3,Yes,Colonial,6.64,16.61,No,1,1118,413085,444755,305730,1363,1338,1662,3365,494,11889,15315,No,Yes,,Yes,Yes,,Yes,,,,No,38.75726,-82.468894,Curve,8483,233068,Downsizing,No,,Jessica Lin,5.19
"306 Cameron Mall Apt. 688 Hernandezberg, WA 19433","306 Cameron Mall Apt. 688 Hernandezberg, WA 19433",Closed, ,Auction.com,Dalas,No,,306 Cameron Mall Apt. 688,Hernandezberg,WA,19433,Townhouse,Near,Far,1.35,1837,,No,No,,City,2024,2132,7966,Garage,4,2,,Ranch,9.84,9.08,Yes,3,1076,297701,313983,373167,2964,1773,939,1134,52,32766,99270,Yes,Yes,,Yes,,No,Yes,,No,No,,39.468871,-74.735077,Parkway,5016,391922,Investor Sale,Yes,No,David Thompson,7.63
"42137 Miller Circle Ortizport, GA 36106","42137 Miller Circle Ortizport, GA 36106",Closed,Pending,Internal,Chicgo,Yes,,42137 Miller Circle,Ortizport,GA,36106,Single Family Home,Near,Far,1.75,488,,,,Well,City,1979,2797,7682,Driveway,6,4,Yes,Split,8.62,12.59,,4,2660,484939,330674,383148,2923,2881,1458,2061,327,88250,4273,,No,,Yes,No,,Yes,No,,Yes,No,37.048546,-97.625734,Springs,5193,452230,Job Transfer,No,,Jason Miller,5.94
"1664 Edwards Parkways Dakotaberg, VT 40082","1664 Edwards Parkways Dakotaberg, VT 40082",Reviewed, ,Bulk,Dalas,,Flood Zone,1664 Edwards Parkways,Dakotaberg,VT,40082,Single Family Home,Far,Near,2.63,893,Yes,,No,,City,2020,1820,7290,Driveway,1,2,,Split,6.87,6.97,No,1,2574,182493,190587,580692,2488,1036,1809,1963,173,8620,13038,Yes,No,,,,Yes,No,,,,No,34.199527,-78.496349,Springs,3037,103391,Job Transfer,,No,Samantha Pierce,6.5
"28490 Miller Drives Reynoldshaven, AR 05208","28490 Miller Drives Reynoldshaven, AR 05208", ,Closed,Auction.com,Chicago,,Minimal Flood,28490 Miller Drives,Reynoldshaven,AR,05208,SFR,Far,Near,2.06,669,Yes,No,,,,1980,2913,4698,Street,6,2,Yes,Split,9.01,15.32,No,5,3194,375463,340124,376189,3202,3403,1204,3188,464,4458,265,,Yes,Yes,,No,No,Yes,,No,Yes,Yes,41.677382,-91.040005,Coves,7977,537026,,,,Amit Kumar,6.58
"11771 Shelly Hollow East Ruth, MI 29080","11771 Shelly Hollow East Ruth, MI 29080",Reviewed,Available,M L S,Atlanta,,Flood Zone,11771 Shelly Hollow,East Ruth,MI,29080,Duplex,,Far,2.25,868,Yes,No,Yes,Well,,2023,2465,1420,Garage,3,4,Yes,,5.44,8.15,No,3,1681,298329,271417,545978,2517,1393,1292,1568,143,23493,15290,No,,No,,No,No,No,,No,No,Yes,39.541848,-91.298678,Pine,2818,143728,Job Transfer,Yes,Yes,Sophia Williams,7.98
"220 Gray Mountains Apt. 807 West Vanessa, OR 78358","220 Gray Mountains Apt. 807 West Vanessa, OR 78358",Null,Always Kick,Auction.com,Chicago,No,Minimal Flood,220 Gray Mountains Apt. 807,West Vanessa,OR,78358,Single Family Home,Near,Far,1.82,1873,Yes,,Yes,,City,2020,616,4568,Garage,3,2,Yes,Colonial,6.54,7.51,,1,1635,421293,292165,453436,2576,3542,1247,1556,478,24825,84720,,,,No,No,Yes,No,No,,No,No,40.878622,-117.932834,Ranch,2717,408258,Downsizing,No,Yes,Michael Chen,8.43
"488 Stewart Glens Apt. 851 Port Stephanieview, MH 22442","488 Stewart Glens Apt. 851 Port Stephanieview, MH 22442",Cancelled,Kick,M L S,Chicago,,,488 Stewart Glens Apt. 851,Port Stephanieview,MH,22442,Condo,Near,Far,3.25,1433,,No,Yes,Well,City,1985,805,7236,,4,2,,Colonial,8.32,10.61,,1,908,470575,368675,520663,2880,1263,993,2747,455,7750,81427,No,No,,No,,No,Yes,,,Yes,No,38.626303,-96.177856,River,9483,475374,Investor Sale,,,Samantha Pierce,8.21
"25892 Garcia Drive Lake Elizabeth, LA 16669","25892 Garcia Drive Lake Elizabeth, LA 16669",Null, ,MLS, ,No,Flood Zone,25892 Garcia Drive,Lake Elizabeth,LA,16669,Duplex,Near,Far,3.37,1034,,No,,Well,City,1980,1840,7502,Street,5,3,Yes,Colonial,3.88,9.28,,3,3075,448443,185518,474759,2206,1241,1374,2191,52,22687,28216,No,No,,No,,No,No,Yes,,,Yes,34.801184,-88.703142,Fords,4478,177558,Job Transfer,,,Samantha Pierce,4.6
"2150 Elaine Drive East Michael, PW 07083","2150 Elaine Drive East Michael, PW 07083",Cancelled,Closed,MLS,Dallas,,,2150 Elaine Drive,East Michael,PW,07083,Townhouse,Near,Near,3.46,1506,No,Yes,Yes,,City,1964,3457,4078,,5,1,,Colonial,6.44,5.12,Yes,4,2092,404997,450285,427096,2026,1469,1051,3127,24,10586,25242,,,,Yes,Yes,No,Yes,Yes,No,,No,40.845667,-114.164636,Alley,7232,553768,Investor Sale,,Yes,Sophia Williams,7.95
"51947 Harding Island Apt. 452 West Gregoryview, MH 56649","51947 Harding Island Apt. 452 West Gregoryview, MH 56649",Reviewed,Close,Bulk,Florida,No,Minimal Flood,51947 Harding Island Apt. 452,West Gregoryview,MH,56649,Townhouse,Near,Far,2.33,1264,Yes,Yes,No,City,Septic,2006,2510,8718,Garage,3,3,,Ranch,5.52,16.88,No,4,2390,341570,251373,378922,1543,1353,743,2246,89,56961,89404,Yes,,,Yes,,,No,Yes,No,,Yes,38.696157,-113.171625,Pass,2398,304323,Job Transfer,Yes,,Luis Garcia,6.27
"434 Kenneth Cliff Suite 819 East Michael, MT 77717","434 Kenneth Cliff Suite 819 East Michael, MT 77717",New,Null,Internal, ,Yes,,434 Kenneth Cliff Suite 819,East Michael,MT,77717,Condo,Near,,2.99,1161,,Yes,,,City,1995,2802,6560,Driveway,4,1,Yes,Split,11.9,18.77,Yes,2,3189,292608,516836,587872,2081,2929,1299,1224,397,61942,16279,,,Yes,,Yes,Yes,Yes,,,Yes,No,34.919549,-117.98695,Shoals,8270,340646,,,,Emily Patel,4.09
"97619 Brian Trafficway Suite 873 New Michael, PW 51621","97619 Brian Trafficway Suite 873 New Michael, PW 51621",Cancelled,Closed,M L S,Florida,No,Minimal Flood,97619 Brian Trafficway Suite 873,New Michael,PW,51621,Townhouse,,,2.82,1222,Yes,Yes,Yes,Well,,1967,2448,8632,Driveway,6,3,No,,5.79,9.97,No,5,3385,421016,370834,432090,1083,2860,1475,2363,368,23253,32370,Yes,Yes,Yes,Yes,,No,,Yes,,No,,37.646445,-86.038967,Island,2434,219051,,,No,Samantha Pierce,6.66
"0670 William Ridges Carolshire, FL 44220","0670 William Ridges Carolshire, FL 44220",Null, ,Opendoor,Chicgo,No,Flood Zone,0670 William Ridges,Carolshire,FL,44220,Condo,Far,,2.18,70,No,No,No,,,2024,3162,8276,Driveway,6,2,,Split,8.05,17.15,No,4,1550,321223,416665,450473,1937,2885,1575,2904,407,18056,34152,Yes,,Yes,No,Yes,Yes,Yes,,No,,,41.003641,-92.623513,Plains,1979,394939,Downsizing,No,,Sophia Williams,8.39
"7753 Steve Island Suite 260 Jacobbury, CT 43548","7753 Steve Island Suite 260 Jacobbury, CT 43548",Closed,Kick,Broker,Dallas,No,Minimal Flood,7753 Steve Island Suite 260,Jacobbury,CT,43548,Duplex,Near,,2.17,1541,No,Yes,No,City,Septic,2002,1462,5304,Garage,2,1,Yes,Split,9.12,12.57,No,5,3196,342251,424679,466830,3486,1440,1352,2067,162,31446,19573,Yes,Yes,,No,No,,,No,,Yes,Yes,37.059652,-89.394929,Island,3987,557420,Investor Sale,No,No,Michael Chen,5.68
"413 Brown Gateway Suite 748 Gregoryburgh, NM 08356","413 Brown Gateway Suite 748 Gregoryburgh, NM 08356",Accepted Offer,Null,M L S,Dallas,,Minimal Flood,413 Brown Gateway Suite 748,Gregoryburgh,NM,08356,Single Family Home,,Near,1.49,1563,Yes,No,Yes,Well,City,1955,668,9272,Street,6,3,No,,8.84,17.66,,4,939,346942,305940,303170,1909,3610,1456,1937,477,18422,57365,No,Yes,Yes,No,,,,,No,No,No,34.953745,-94.040245,Street,8428,497302,,,Yes,Emily Patel,5.65
"35216 Choi Ports Sullivanport, NY 88287","35216 Choi Ports Sullivanport, NY 88287", ,Close,Auction.com,Dallas,Yes,Flood Zone,35216 Choi Ports,Sullivanport,NY,88287,Duplex,,,1.21,1384,,Yes,,Well,,1957,721,1151,Garage,1,2,Yes,Split,7.26,6.17,No,1,1483,291553,389938,529695,1223,3571,1497,3006,299,69452,86768,,,No,,Yes,,Yes,No,No,No,No,39.843039,-81.45098,Trail,1700,386492,Investor Sale,Yes,,Samantha Pierce,8.17
"911 Miller Bypass Cruzbury, AL 48662","911 Miller Bypass Cruzbury, AL 48662",Offered,Close,MLS, ,,,911 Miller Bypass,Cruzbury,AL,48662,SFR,Near,Near,1.76,1197,Yes,Yes,No,City,,1984,1347,8301,Garage,1,4,Yes,,8.21,17.2,No,2,1115,473319,438199,404928,1945,1706,1617,2602,422,35169,54410,No,Yes,Yes,No,No,No,,No,Yes,,,36.312463,-100.863408,Harbor,7354,497432,Investor Sale,No,,Amit Kumar,6.03
"9551 Jessica Throughway Apt. 347 Lake Jay, VI 73117","9551 Jessica Throughway Apt. 347 Lake Jay, VI 73117",Null, ,MLS,Dalas,,Minimal Flood,9551 Jessica Throughway Apt. 347,Lake Jay,VI,73117,SFR,,Near,1.83,261,No,No,No,,City,2000,868,2447,Street,4,3,Yes,,5.2,15.96,Yes,4,3312,268229,442587,102100,2773,1633,1841,3007,289,79589,90820,No,Yes,Yes,Yes,Yes,,,No,Yes,Yes,No,33.259002,-110.531137,Mills,8614,596514,,No,,Sophia Williams,8.55
"2680 Ricardo Drive Port Debbie, PA 45040","2680 Ricardo Drive Port Debbie, PA 45040",Reviewed,Null,Auction.com,Atlanta,Yes,Flood Zone,2680 Ricardo Drive,Port Debbie,PA,45040,Townhouse,Near,Far,2.13,328,,Yes,Yes,City,Septic,1999,3269,2126,Street,4,2,Yes,Ranch,6.25,16.97,,3,1838,348119,339668,183556,2574,3157,715,1116,52,69150,79888,,No,No,,No,No,No,,,,Yes,33.918566,-84.269329,Mill,3572,303733,,No,,Jessica Lin,9.68
"437 Bowman Views Apt. 835 Port Eric, NC 82359","437 Bowman Views Apt. 835 Port Eric, NC 82359",Cancelled,Pend,Internal,Chicgo,,,437 Bowman Views Apt. 835,Port Eric,NC,82359,SFR,Far,,3.29,1833,,,,Well,,2001,1355,5866,Garage,1,2,,Split,3.67,10.48,Yes,5,2483,491300,322705,339393,3259,3059,1751,1592,241,57326,73536,,No,,Yes,Yes,Yes,Yes,,,No,No,38.26118,-85.508109,Garden,3347,105766,Investor Sale,No,No,Jessica Lin,7.37
"081 Wanda Spurs Nicholasville, NV 67151","081 Wanda Spurs Nicholasville, NV 67151",Offered,Pending,Internal,Florida,Yes,Minimal Flood,081 Wanda Spurs,Nicholasville,NV,67151,SFR,Far,Far,3.14,1614,No,No,Yes,Well,City,1981,1644,8566,Garage,6,4,,Colonial,4.13,7.83,,1,3339,267522,212623,533834,1085,2638,1157,1684,414,86451,44052,Yes,Yes,,Yes,No,Yes,,,No,No,No,38.781472,-92.925717,Terrace,5072,529028,Investor Sale,,Yes,Samantha Pierce,4.04
"7986 Tucker Station Apt. 856 East Joshuastad, VT 25734","7986 Tucker Station Apt. 856 East Joshuastad, VT 25734",Offered,Pending,MLS,Dalas,,,7986 Tucker Station Apt. 856,East Joshuastad,VT,25734,Single Family Home,Far,Near,1.5,633,No,Yes,No,Well,City,1988,3119,4827,Street,1,4,No,Split,9.75,16.32,No,5,834,344047,153108,465918,2717,3400,1451,3078,242,40383,69982,No,,,,No,No,,,No,Yes,Yes,37.601871,-98.029341,Highway,4502,365696,,Yes,,Samantha Pierce,5.4
"11965 Sharon Center New Melindatown, SC 69413","11965 Sharon Center New Melindatown, SC 69413",Closed,Kick,Auction.com,Tampa,No,Minimal Flood,11965 Sharon Center,New Melindatown,SC,69413,Single Family Home,Far,,2.81,152,,Yes,,,Septic,1991,2674,5737,Driveway,4,4,,Colonial,11.6,13.56,No,4,3456,255164,224687,464206,1491,924,1835,1978,342,10990,67047,No,No,No,No,,No,Yes,,,No,,34.543243,-75.447538,Row,7922,486514,Downsizing,No,Yes,Jessica Lin,7.81
"49383 Wright River Apt. 806 Lake Davidton, MT 06399","49383 Wright River Apt. 806 Lake Davidton, MT 06399",Offered,Available,Broker,Tampa,Yes,Flood Zone,49383 Wright River Apt. 806,Lake Davidton,MT,06399,Single Family Home,Far,,1.81,1061,No,No,Yes,,,1980,2356,2642,Street,5,2,,Colonial,10.97,14.5,,5,1652,453797,223117,459304,1679,2196,1245,2547,459,59841,28761,,,,No,No,Yes,No,Yes,Yes,Yes,No,36.874079,-100.951295,Estate,9885,329373,,,,Jason Miller,7.01
